net_name,f_type,cube_cnt,fdp
P2_U3969_P2_R1113_U395_A,sa1,30,4.7683715845e-07
P2_U3979_P2_R1113_U385_A,sa1,30,6.4373016364e-06
P2_R1113_U212_P2_R1113_U362_B,sa1,30,1.5366822481e-06
P2_R1113_U304_P2_R1113_U127_A,sa1,30,2.0346296074e-17
P2_R1113_U34_P2_R1113_U42_A,sa1,30,1.2703239918e-06
P2_R1113_U20_P2_R1113_U37_B,sa1,30,2.4022301659e-06
P2_U3969_P2_R1203_U395_A,sa1,30,1.7436977942e-06
P2_U3979_P2_R1203_U385_A,sa1,30,6.0985300259e-05
P2_R1203_U212_P2_R1203_U362_B,sa1,30,1.8410091702e-16
P2_R1203_U304_P2_R1203_U127_A,sa1,30,1.4515372016e-07
P2_R1203_U34_P2_R1203_U42_A,sa1,30,1.3262033463e-06
P2_R1203_U20_P2_R1203_U37_B,sa1,30,9.5367431708e-07
P2_U3968_P2_R1146_U390_A,sa1,30,2.6822090221e-07
P2_U3971_P2_R1146_U297_A,sa1,30,4.3696549326e-07
P2_U3459_P2_R1146_U197_A,sa1,30,1.3411045081e-07
P2_R1131_U204_P2_R1131_U353_A,sa1,30,1.9448343668e-06
P2_R1131_U173_P2_R1131_U311_B,sa1,30,6.6628640084e-07
P2_U3971_P2_R1176_U483_A,sa1,30,9.5367431704e-07
P2_U3456_P2_R1176_U386_A,sa1,30,4.7683715953e-07
P2_U3459_P2_R1176_U383_A,sa1,30,2.3841857984e-07
P2_U3969_P2_R1233_U419_A,sa1,30,5.7735445986e-15
P2_R1233_U301_P2_R1233_U133_A,sa1,30,9.1885510762e-08
P2_U3483_P2_R1164_U497_A,sa1,30,6.2969047576e-06
P2_U3495_P2_R1164_U476_A,sa1,30,4.1194261544e-16
P2_U3465_P2_R1164_U389_A,sa1,30,7.0761889223e-06
P2_U3468_P2_R1164_U197_B,sa0,30,6.7241489895e-07
P2_U3969_P2_R1215_U419_A,sa1,30,2.3841858519e-07
P2_R1215_U301_P2_R1215_U133_A,sa1,30,7.9682550339e-08
P2_U3069_P2_R1179_U446_A,sa1,30,5.6624412569e-07
P2_U3067_P2_R1179_U367_A,sa1,30,1.7881393439e-06
P2_U3471_P2_R1179_U359_A,sa1,30,9.9837780018e-07
P2_U3474_P2_R1179_U356_A,sa1,30,1.6268453598e-16
P2_U3078_P2_R1179_U347_A,sa1,30,4.3213367488e-07
P2_U3468_P2_R1179_U209_A,sa1,30,5.4249539992e-08
P2_U3448_P2_R1179_U166_A,sa1,30,9.5367431672e-06
P2_U3973_P2_R1275_U148_A,sa1,30,1.2207031250e-04
P2_U3979_P2_R1275_U142_A,sa1,30,1.2207031250e-04
P2_U3498_P2_R1275_U128_A,sa1,30,1.2207031253e-04
P2_U3968_P2_R1275_U117_A,sa1,30,1.2207031250e-04
P2_R1170_U180_P2_R1170_U200_A,sa1,30,1.6295283954e-03
P2_R1170_U100_P2_R1170_U145_A,sa1,30,1.6403198242e-03
P2_REG1_REG_11__SCAN_IN_P2_R1209_U301_B,sa1,30,3.8460455835e-03
P2_U3494_P2_R1209_U279_A,sa1,30,1.2619109693e-03
P2_U3488_P2_R1209_U169_A,sa0,30,1.3410020620e-04
P2_R1312_U20_P2_R1312_U17_B,sa1,30,3.3885281482e-05
P2_IR_REG_22__SCAN_IN_P2_SUB_598_U144_B,sa1,30,1.1059522629e-01
P2_IR_REG_2__SCAN_IN_P2_SUB_598_U54_A,sa0,4,9.5367431641e-07
P2_IR_REG_5__SCAN_IN_P2_SUB_598_U51_A,sa0,2,1.9531250000e-03
P2_IR_REG_2__SCAN_IN_P2_SUB_598_U34_C,sa0,2,3.1250000000e-02
P2_IR_REG_4__SCAN_IN_P2_SUB_598_U30_E,sa0,2,7.8125000000e-03
P2_R1340_U133_P2_R1340_U131_B,sa1,30,2.1316282073e-13
P2_ADD_609_U13_P2_ADD_609_U155_A,sa1,30,5.5314602190e-04
P2_ADD_609_U90_P2_ADD_609_U150_A,sa1,30,7.9559334083e-02
P2_ADD_609_U80_P2_ADD_609_U115_A,sa1,30,1.5869449533e-02
P2_ADD_609_U85_P2_ADD_609_U110_A,sa1,30,2.5329564160e-03
P1_U3489_P1_R1222_U489_A,sa1,30,2.3187397891e-16
P1_R1222_U147_P1_R1222_U301_B,sa1,30,1.5826562672e-17
P1_R1222_U218_P1_R1222_U222_A,sa1,30,1.1932570488e-08
P1_R1222_U62_P1_R1222_U41_A,sa1,30,4.8560764446e-09
P1_R1171_U201_P1_R1171_U350_A,sa1,30,7.7709557908e-06
P1_U3614_P1_LT_201_U163_A,sa1,30,1.0385368396e-15
P1_U3492_P1_LT_201_U141_A,sa1,30,2.8429851537e-14
P1_U3474_P1_LT_201_U123_A,sa1,30,6.9910062825e-18
P1_LT_201_U75_P1_LT_201_U109_B,sa1,30,5.0917909367e-16
P1_U3489_P1_R1192_U465_A,sa1,30,7.1679661518e-16
P1_U3459_P1_R1192_U378_A,sa1,30,1.7780915629e-15
P1_U3489_P1_R1192_U249_A,sa1,30,2.5425833883e-07
P1_R1150_U182_P1_R1150_U311_B,sa1,30,2.4522625024e-07
P1_R1150_U182_P1_R1150_U302_B,sa1,30,6.1083690018e-08
P1_R1150_U206_P1_R1150_U234_A,sa1,30,1.1920928957e-07
P1_R1150_U152_P1_R1150_U224_B,sa1,30,7.1493559517e-07
P1_R1150_U6_P1_R1150_U204_B,sa1,30,1.2056261769e-07
P1_R1150_U180_P1_R1150_U142_B,sa1,30,2.5075941466e-07
P1_R1207_U301_P1_R1207_U302_C,sa1,30,8.3200766459e-25
P1_U3468_P1_R1375_U159_A,sa1,30,6.4017161967e-20
P1_R1117_U301_P1_R1117_U302_C,sa1,30,9.9496501296e-10
P1_REG1_REG_10__SCAN_IN_P1_R1162_U306_B,sa1,30,2.6648696512e-03
P1_REG1_REG_12__SCAN_IN_P1_R1162_U206_B,sa0,30,3.5996496445e-04
P1_R1162_U180_P1_R1162_U200_A,sa1,30,1.6933268364e-04
P1_R1162_U100_P1_R1162_U145_A,sa1,30,2.4299626239e-03
P1_REG1_REG_1__SCAN_IN_P1_R1162_U41_B,sa1,30,1.1779785156e-02
P1_U3489_P1_R1240_U489_A,sa1,30,2.6304689982e-07
P1_R1240_U147_P1_R1240_U301_B,sa1,30,5.7574652601e-07
P1_R1240_U218_P1_R1240_U222_A,sa1,30,7.9395249486e-08
P1_R1240_U62_P1_R1240_U41_A,sa1,30,1.3294629753e-07
P1_IR_REG_7__SCAN_IN_P1_SUB_88_U155_B,sa0,5,4.7683715820e-07
P1_IR_REG_5__SCAN_IN_P1_SUB_88_U154_E,sa0,16,4.7683715820e-07
P1_IR_REG_6__SCAN_IN_P1_SUB_88_U147_B,sa0,7,1.1920928955e-07
P1_IR_REG_9__SCAN_IN_P1_SUB_88_U125_C,sa0,3,1.4901161194e-08
P1_IR_REG_11__SCAN_IN_P1_SUB_88_U97_B,sa0,2,1.8626451492e-09
P1_IR_REG_24__SCAN_IN_P1_SUB_88_U92_C,sa0,2,1.8626451492e-09
P1_IR_REG_12__SCAN_IN_P1_SUB_88_U77_C,sa0,3,9.3132257462e-10
P1_IR_REG_26__SCAN_IN_P1_SUB_88_U73_B,sa0,2,4.6566128731e-10
P1_IR_REG_25__SCAN_IN_P1_SUB_88_U72_D,sa0,2,4.6566128731e-10
P1_IR_REG_14__SCAN_IN_P1_SUB_88_U68_A,sa0,3,4.6566128731e-10
P1_IR_REG_27__SCAN_IN_P1_SUB_88_U63_B,sa0,10,4.6566128731e-10
P1_IR_REG_26__SCAN_IN_P1_SUB_88_U62_D,sa0,6,4.6566128731e-10
P1_IR_REG_13__SCAN_IN_P1_SUB_88_U57_D,sa0,5,4.6566128731e-10
P1_IR_REG_15__SCAN_IN_P1_SUB_88_U48_B,sa0,2,2.3283064365e-10
P1_R1105_U8_P1_R1105_U211_B,sa1,30,3.3511218135e-04
P1_R1105_U4_P1_R1105_U143_B,sa1,30,2.1979808807e-03
P1_R1105_U137_P1_R1105_U141_A,sa1,30,1.1339187622e-03
P1_REG2_REG_6__SCAN_IN_P1_R1105_U20_B,sa1,30,7.0631504059e-05
R140_U40_R140_U512_B,sa1,30,1.4305119298e-06
R140_U21_R140_U360_B,sa1,30,9.1557687556e-03
P1_ADDR_REG_15__SCAN_IN_ADD_1071_U140_A,sa0,30,2.5353570760e-02
P2_ADDR_REG_11__SCAN_IN_ADD_1071_U124_B,sa0,30,4.9239337444e-02
P2_R1299_U6_P2_U6264_B,sa1,1,0.0000000000e+00
P2_R1299_U6_P2_U6246_B,sa1,1,0.0000000000e+00
P2_R1299_U6_P2_U6237_B,sa1,1,0.0000000000e+00
P2_U3966_stem_P2_U6041_A,sa1,30,7.5683534262e-02
P2_REG0_REG_28__SCAN_IN_P2_U5898_B,sa1,30,3.2031249994e-01
P2_U3966_stem_P2_U5132_A,sa1,30,7.3699952336e-03
P2_U3966_stem_P2_U5042_A,sa1,30,4.8884154530e-03
P1_U3084_stem_P1_U5682_B,sa1,30,1.2207031250e-03
P1_U3084_stem_P1_U5197_A,sa1,30,4.5747765576e-07
P1_U3084_stem_P1_U5188_A,sa1,30,3.7012249322e-04
P1_U3084_stem_P1_U5179_A,sa1,30,6.9528835414e-05
P1_U3084_stem_P1_U4945_A,sa1,30,7.9737099295e-03
P1_U3084_stem_P1_U4098_B,sa1,30,7.3730040342e-02
P1_U3084_stem_P1_U4089_B,sa1,30,7.0238679691e-02
P1_STATE_REG_SCAN_IN_P1_U3028_B,sa1,30,1.9474959005e-01
U127_U313_A,sa1,30,4.5573618427e-03
P2_DATAO_REG_20__SCAN_IN_U299_B,sa1,30,3.9062500002e-03
U130_U292_A,sa1,30,1.9531250000e-03
P1_DATAO_REG_29__SCAN_IN_U282_B,sa1,30,7.8125000000e-03
P2_DATAO_REG_29__SCAN_IN_U281_B,sa1,30,3.9062500000e-03
U130_U274_A,sa1,30,1.9534081221e-03
U130_U256_A,sa1,30,3.8146972656e-06
U130_U238_A,sa1,30,1.5247905841e-08
U127_U231_B,sa1,30,5.8593750001e-03
U127_U213_B,sa1,30,7.8223422170e-03
U130_U192_B,sa1,30,1.9550332800e-03
U130_U174_B,sa1,30,1.9531324554e-03
P1_DATAO_REG_28__SCAN_IN_U157_B,sa1,30,6.2500357628e-02
U130_U156_B,sa1,30,1.9531250146e-03
U127_U151_A,sa1,30,7.8125000000e-03
U130_U138_B,sa1,30,1.9836500287e-03
P2_LT_719_U94,sa1,30,7.3434317656e-14
P2_LT_719_U85,sa1,30,8.6808929763e-18
P2_LT_719_U76,sa1,30,4.6321735721e-23
P2_LT_719_U68,sa0,30,1.5221462032e-08
P2_U3978_P2_LT_719_U68_A,sa1,,1.5221462032e-08
P2_LT_719_U67,sa1,30,1.0938674087e-09
P2_U3968_P2_LT_719_U67_A,sa0,,1.0938674087e-09
P2_LT_719_U58,sa1,30,1.1519101648e-12
P2_U3602_P2_LT_719_U58_A,sa0,,1.1519101648e-12
P2_LT_719_U49,sa1,30,1.3067985605e-15
P2_U3609_P2_LT_719_U49_A,sa0,,1.3067985605e-15
P1_R1105_U100,sa1,30,2.1362304688e-04
P1_R1105_U40_P1_R1105_U100_A,sa0,,2.1362304688e-04
ADD_1071_U270,sa1,30,9.7069829702e-02
ADD_1071_U252,sa1,30,1.6665585944e-01
ADD_1071_U243,sa1,30,1.0414870607e-01
ADD_1071_U234,sa1,30,8.3458022069e-02
ADD_1071_U225,sa1,30,8.3334049696e-02
ADD_1071_U207,sa1,23,2.8125000000e-01
ADD_1071_U171,sa1,30,1.0484313965e-01
ADD_1071_U162,sa1,30,1.0744285583e-01
ADD_1071_U153,sa1,30,2.0894786654e-02
ADD_1071_U144,sa1,30,4.1666666351e-02
P1_ADDR_REG_16__SCAN_IN_ADD_1071_U144_A,sa1,,4.1666666351e-02
P2_ADDR_REG_16__SCAN_IN_ADD_1071_U144_B,sa1,,4.1666666351e-02
ADD_1071_U135,sa1,30,1.0417064093e-01
ADD_1071_U78_ADD_1071_U135_A,sa0,,1.0417064093e-01
ADD_1071_U108,sa1,30,3.2258033752e-02
P1_ADDR_REG_7__SCAN_IN_ADD_1071_U108_A,sa1,,3.2258033752e-02
P2_ADDR_REG_7__SCAN_IN_ADD_1071_U108_B,sa1,,3.2258033752e-02
ADD_1071_U117,sa1,30,5.7931423187e-02
ADD_1071_U126,sa1,30,6.2208861113e-02
ADD_1071_U261,sa1,30,1.6668065824e-01
ADD_1071_U216,sa1,11,3.1250000000e-01
ADD_1071_U180,sa1,30,1.1045837402e-01
ADD_1071_U5,sa1,7,5.0000000000e-01
P2_U5797,sa1,30,4.3374208036e-19
P2_U3471_P2_U5797_A,sa0,,4.3374208036e-19
P2_U4978,sa1,30,8.8645907817e-04
P2_U4888,sa1,30,3.2546052988e-04
P2_R1203_U100,sa1,30,2.9932998587e-06
P2_R1113_U100,sa1,30,2.7512869565e-06
P2_R1131_U100,sa1,30,6.4373016360e-06
P2_U5689,sa1,30,5.8593749942e-02
P2_U3433_P2_U5689_A,sa0,,5.8593749942e-02
P2_U5698,sa1,30,1.4648437384e-02
P2_U3989,sa0,30,5.0000479911e-01
P2_U3430_P2_U3989_A,sa0,,5.0000479911e-01
P2_STATE_REG_SCAN_IN_P2_U3989_B,sa0,,5.0000479911e-01
P2_U3979,sa1,30,1.2207031250e-04
P2_U3411_P2_U3979_A,sa0,,1.2207031250e-04
P2_U5995,sa1,30,2.3493941100e-15
P2_U5986,sa1,30,2.7343750081e-01
P2_U5977,sa1,30,2.5886411070e-15
P2_U3988,sa1,30,4.2968750932e-02
P2_U3429_P2_U3988_A,sa0,,4.2968750932e-02
P2_U4996,sa1,30,2.6654300746e-03
P2_U4987,sa1,30,6.6893578507e-02
P2_U4969,sa1,2,2.5000000000e-01
P2_U4897,sa1,30,6.7122460343e-02
P2_U4879,sa1,2,2.5000000000e-01
P2_U4798,sa1,30,6.1035156288e-05
P2_U4789,sa1,30,6.1035156270e-05
P2_U5968,sa1,30,2.9687500070e-01
P2_U5959,sa1,30,4.7683718663e-07
P2_U5896,sa1,30,2.6562499994e-01
P2_U5887,sa1,30,1.2969971726e-04
P2_U5878,sa1,30,2.4795532235e-05
P2_U5869,sa1,30,6.8664905483e-05
P2_U5788,sa1,30,3.1471252449e-05
P2_U5779,sa1,30,1.0959625244e-02
P2_U3889,sa1,30,5.2398681645e-02
P2_U3997,sa1,11,2.5000000000e-01
P2_D_REG_10__SCAN_IN,sa0,30,4.0429677302e-01
P2_U3799,sa1,30,1.5282630923e-04
P2_U3898,sa1,30,2.5004673004e-01
P2_U5599,sa1,30,5.1781506346e-22
P2_U4699,sa1,30,2.9373191496e-03
P1_U4979,sa1,30,8.1375175796e-05
P1_R1222_U110,sa0,30,4.6748089279e-10
P1_R1222_U464,sa0,,4.6748089279e-10
P1_R1222_U267,sa0,,4.6748089279e-10
P1_R1222_U159_P1_R1222_U267_A,sa1,,4.6748089279e-10
P1_R1222_U462,sa0,,4.6748089279e-10
P1_R1222_U461,sa0,,4.6748089279e-10
P1_U3507_P1_R1222_U461_A,sa0,,4.6748089279e-10
P1_R1222_U77,sa0,,4.6748089279e-10
P1_U3080_P1_R1222_U77_A,sa1,,4.6748089279e-10
P1_R1222_U460,sa0,,4.6748089279e-10
P1_U3080_P1_R1222_U460_A,sa0,,4.6748089279e-10
P1_R1222_U76,sa0,,4.6748089279e-10
P1_U3507_P1_R1222_U76_A,sa1,,4.6748089279e-10
P1_R1222_U463,sa0,,4.6748089279e-10
P1_R1222_U357,sa0,,4.6748089279e-10
P1_R1222_U279_P1_R1222_U357_A,sa0,,4.6748089279e-10
P1_R1222_U78_P1_R1222_U357_B,sa0,,4.6748089279e-10
P1_R1222_U159_P1_R1222_U463_B,sa0,,4.6748089279e-10
P1_R1150_U100,sa1,30,1.2732941177e-11
P1_R1222_U100,sa1,30,2.3842403609e-07
P1_R1240_U100,sa1,30,1.7919693507e-15
P1_R1222_U101,sa0,30,2.9057278542e-07
P1_R1222_U396,sa0,,2.9057278542e-07
P1_R1222_U227,sa0,,2.9057278542e-07
P1_R1222_U141_P1_R1222_U227_A,sa1,,2.9057278542e-07
P1_R1222_U394,sa0,,2.9057278542e-07
P1_R1222_U393,sa0,,2.9057278542e-07
P1_U3462_P1_R1222_U393_A,sa0,,2.9057278542e-07
P1_R1222_U34,sa0,,2.9057278542e-07
P1_U3062_P1_R1222_U34_A,sa1,,2.9057278542e-07
P1_R1222_U392,sa0,,2.9057278542e-07
P1_U3062_P1_R1222_U392_A,sa0,,2.9057278542e-07
P1_R1222_U33,sa0,,2.9057278542e-07
P1_U3462_P1_R1222_U33_A,sa1,,2.9057278542e-07
P1_R1222_U395,sa0,,2.9057278542e-07
P1_R1222_U353,sa0,,2.9057278542e-07
P1_R1222_U228,sa0,,2.9057278542e-07
P1_U3062_P1_R1222_U228_A,sa0,,2.9057278542e-07
P1_U3462_P1_R1222_U228_B,sa0,,2.9057278542e-07
P1_R1222_U177_P1_R1222_U353_B,sa0,,2.9057278542e-07
P1_R1222_U141_P1_R1222_U395_B,sa0,,2.9057278542e-07
