net_name,f_type,cube_cnt,fdp
P1_ADD_515_U99_P1_ADD_515_U160_A,sa1,30,6.9290399551e-07
P1_ADD_515_U94_P1_ADD_515_U8_A,sa1,30,3.2410025597e-07
P1_INSTADDRPOINTER_REG_29__SCAN_IN_P1_ADD_405_U61_B,sa1,30,4.6185277824e-14
P1_U3227_P1_ADD_371_U26_B,sa1,30,1.6093254089e-06
P1_U3228_P1_ADD_371_U26_A,sa1,30,2.3096799850e-06
P1_SUB_450_U23_P1_SUB_450_U51_A,sa1,30,2.4811655521e-06
P1_SUB_450_U12_P1_SUB_450_U35_A,sa1,30,2.7418136597e-05
P1_REIP_REG_6__SCAN_IN_P1_R2096_U129_B,sa1,30,7.9162418842e-07
P1_U2685_P1_R2099_U236_A,sa1,30,2.2888185420e-05
P1_U2654_P1_R2358_U548_A,sa1,30,1.5640258789e-02
P1_U2657_P1_R2358_U527_A,sa1,30,1.5647888184e-02
P1_U2352_P1_R2358_U499_A,sa1,1,0.0000000000e+00
P1_U2774_P1_R2278_U508_A,sa1,30,7.6871365167e-06
P1_U2796_P1_R2278_U450_A,sa1,30,3.1709671021e-05
P1_U2790_P1_R2278_U277_A,sa0,30,5.4691008700e-07
P1_U2795_P1_R2278_U271_A,sa1,30,3.5087577999e-07
P1_U2794_P1_R2278_U264_A,sa0,30,7.1711838245e-08
P1_U2796_P1_R2278_U244_A,sa0,30,1.8684659153e-07
P1_U2797_P1_R2278_U242_A,sa1,30,6.3329935074e-05
P1_U2799_P1_R2278_U213_A,sa1,30,1.2159347534e-05
P1_U2771_P1_R2278_U187_A,sa1,30,2.0257197320e-05
P1_U2768_P1_R2144_U189_A,sa1,30,8.2850456238e-06
P1_R2027_U120_P1_R2027_U141_A,sa1,30,9.0184621513e-05
P1_R2027_U121_P1_R2027_U104_A,sa1,30,3.6242548958e-04
P2_INSTADDRPOINTER_REG_8__SCAN_IN_P2_ADD_371_1212_U166_B,sa1,30,1.5519617591e-08
P2_INSTADDRPOINTER_REG_6__SCAN_IN_P2_ADD_371_1212_U159_B,sa1,30,6.2165781856e-08
P2_INSTADDRPOINTER_REG_21__SCAN_IN_P2_ADD_371_1212_U99_B,sa1,30,6.9437788852e-12
P2_INSTADDRPOINTER_REG_22__SCAN_IN_P2_ADD_371_1212_U98_B,sa1,30,6.9437788852e-12
P2_INSTADDRPOINTER_REG_16__SCAN_IN_P2_ADD_371_1212_U95_B,sa1,30,5.9372951000e-10
P2_INSTADDRPOINTER_REG_27__SCAN_IN_P2_ADD_371_1212_U94_A,sa1,30,1.0849654508e-13
P2_INSTADDRPOINTER_REG_28__SCAN_IN_P2_ADD_371_1212_U92_B,sa1,30,5.4248272541e-14
P2_U2781_P2_R2267_U159_A,sa1,30,9.3938797363e-07
P2_U2773_P2_R2267_U149_A,sa1,30,9.2133141649e-07
P2_INSTADDRPOINTER_REG_1__SCAN_IN_P2_ADD_394_U125_B,sa1,30,6.8545341492e-06
P2_ADD_394_U123_P2_ADD_394_U61_A,sa1,30,1.6689299400e-06
P2_U2809_P2_R2278_U543_A,sa1,30,1.9986182451e-06
P2_U2807_P2_R2278_U527_A,sa1,30,1.2491909729e-09
P2_INSTADDRPOINTER_REG_19__SCAN_IN_P2_R2278_U491_B,sa1,30,3.9037217903e-11
P2_U2795_P2_R2278_U440_A,sa1,30,1.9986182451e-06
P2_INSTADDRPOINTER_REG_26__SCAN_IN_P2_R2278_U439_B,sa1,30,1.4714895542e-06
P2_U2793_P2_R2278_U424_A,sa1,30,7.6244566216e-14
P2_INSTADDRPOINTER_REG_29__SCAN_IN_P2_R2278_U418_B,sa1,30,1.4714895542e-06
P2_INSTADDRPOINTER_REG_31__SCAN_IN_P2_R2278_U398_B,sa1,30,8.3819039563e-08
P2_U3634_P2_R2278_U384_A,sa1,30,4.2561441660e-07
P2_U3632_P2_R2278_U368_A,sa1,30,1.8253922462e-07
P2_INSTADDRPOINTER_REG_24__SCAN_IN_P2_R2278_U288_B,sa1,30,3.9468428525e-13
P2_U2796_P2_R2278_U205_A,sa1,30,1.8665624602e-13
P2_U3674_P2_R1957_U152_A,sa1,30,1.5624821164e-02
P2_U3653_P2_R1957_U128_A,sa1,30,1.5579223611e-02
P2_U3677_P2_R1957_U122_A,sa1,30,1.5623569481e-02
P2_INSTQUEUEWR_ADDR_REG_4__SCAN_IN_P2_R2238_U48_B,sa1,30,2.5123357773e-05
P2_U2657_P2_R2096_U265_A,sa1,30,3.0249357224e-06
P2_U2649_P2_R2096_U264_A,sa1,30,1.6689300537e-06
P2_U2629_P2_R2096_U238_B,sa1,30,1.5943660259e-06
P2_U2653_P2_R2096_U197_A,sa1,30,9.4091519713e-06
P2_U2645_P2_R2096_U196_A,sa1,30,5.0589442253e-06
P2_U2692_P2_R2182_U278_B,sa1,30,6.0498714447e-06
P2_U2699_P2_R2182_U129_A,sa0,30,1.1622905731e-05
P2_U2593_P2_ADD_402_1132_U49_A,sa1,30,6.0796665622e-06
P2_U2598_P2_ADD_402_1132_U35_A,sa1,30,2.0191064323e-06
P2_U2597_P2_ADD_402_1132_U27_A,sa1,30,9.7788870335e-08
P2_U2745_P2_R2099_U174_A,sa1,30,1.1413573769e-02
P2_U2748_P2_R2099_U162_A,sa1,30,1.1962890622e-02
P3_ADD_536_U12_P3_ADD_536_U129_A,sa1,17,7.6293945313e-06
P3_ADD_536_U14_P3_ADD_536_U127_A,sa1,17,3.8146972656e-06
P3_ADD_536_U16_P3_ADD_536_U125_A,sa1,17,1.9073486328e-06
P3_ADD_536_U116_P3_ADD_536_U52_A,sa1,30,3.0517577216e-05
P3_ADD_536_U113_P3_ADD_536_U46_A,sa1,30,4.1961662646e-05
P3_ADD_536_U107_P3_ADD_536_U34_A,sa1,30,6.4849387854e-05
P3_ADD_536_U104_P3_ADD_536_U28_A,sa1,30,7.1521848440e-05
P3_ADD_494_U120_P3_ADD_494_U60_A,sa1,30,1.4901161149e-07
P3_ADD_494_U111_P3_ADD_494_U42_A,sa1,30,4.1536941353e-07
P3_ADD_494_U105_P3_ADD_494_U30_A,sa1,30,3.2780371839e-07
P3_ADD_494_U102_P3_ADD_494_U24_A,sa1,30,2.9761577025e-07
P3_U2621_P3_ADD_371_U44_A,sa1,30,2.8014183044e-06
P3_U2622_P3_ADD_371_U43_A,sa1,30,2.7716159821e-06
P3_U2624_P3_ADD_371_U41_A,sa1,30,1.3560056686e-06
P3_SUB_401_U30_P3_SUB_401_U65_B,sa1,30,6.6757202148e-06
P3_SUB_401_U11_P3_SUB_401_U58_A,sa1,30,1.6093254089e-05
P3_SUB_401_U12_P3_SUB_401_U57_A,sa1,30,1.7642974854e-05
