net_name,f_type,cube_cnt,complete,fdp
g6704_g10224_B,sa1,5,1,3.1250000000e-02
g5062_g10338_A,sa0,8,1,1.1718750000e-01
g3171_g12641_B,sa1,7,1,6.2500000000e-02
g3408_g11280_B,sa0,2,1,7.8125000000e-02
g8080_g11415_A,sa0,11,1,6.2194824219e-02
g5073_g12163_A,sa0,2,1,9.3750000000e-02
g9340_g12026_B,sa0,30,0,2.0866847830e-02
g7704_g12402_A,sa1,6,1,3.1250000000e-02
g7142_g15033_B,sa1,15,1,4.6875000000e-02
g9104_g23314_A,sa1,15,1,4.7302246094e-04
g2051_g25470_B,sa1,16,1,1.1840820313e-02
g2040_g28900_C,sa1,30,0,3.3741950989e-02
g8933_g11010_B,sa1,28,1,1.8750000000e-01
g5644_g11123_A,sa1,30,0,1.0804653168e-02
g6381_g11142_A,sa1,8,1,2.3437500000e-01
g232_II14198_C,sa1,2,1,1.9531250000e-03
g225_II14198_A,sa1,2,1,1.9531250000e-03
g6336_g11160_A,sa1,30,0,1.0804653168e-02
g8431_g13025_A,sa1,1,1,6.2500000000e-02
g1221_g13287_A,sa1,2,1,1.8750000000e-01
g2370_g14316_A,sa1,24,1,6.1523437500e-02
g1061_g10726_D,sa1,30,0,1.8456578255e-04
g10185_II16671_A,sa1,6,1,2.3437500000e-02
g6012_g12356_B,sa1,2,1,1.5625000000e-02
g7451_g10602_B,sa1,30,0,4.9713134766e-02
g7462_g10610_A,sa1,30,0,3.9947226644e-02
g4291_g15113_A,sa1,2,1,2.5000000000e-01
g3813_g16023_A,sa1,6,1,2.1875000000e-01
g11450_II17529_B,sa1,30,0,7.2260946035e-04
g13156_II17552_A,sa1,30,0,1.4619827271e-03
g5260_g16610_A,sa1,8,1,2.3437500000e-01
g5212_g16730_A,sa1,6,1,2.1875000000e-01
g1061_g13093_D,sa1,1,1,1.9531250000e-03
g1404_g13137_D,sa1,30,0,1.2802332640e-04
g13156_II18713_A,sa1,30,0,4.3106079102e-04
g13156_II18740_A,sa1,30,0,1.7547607422e-04
g13156_II18803_A,sa1,30,0,1.6269683838e-03
g1036_g18224_A,sa1,1,1,2.5000000000e-01
g1252_g18260_A,sa1,1,1,2.5000000000e-01
g2060_g18406_A,sa1,1,1,2.5000000000e-01
g2223_g18432_A,sa1,1,1,2.5000000000e-01
g2311_g18452_A,sa1,1,1,2.5000000000e-01
g3115_g18602_A,sa1,2,1,2.5000000000e-01
g1124_g19540_A,sa1,15,1,1.1718750000e-02
g5503_g20174_A,sa1,2,1,3.1250000000e-02
g7503_g10803_B,sa0,4,1,4.6875000000e-02
g1384_g10803_A,sa0,4,1,4.6875000000e-02
g3021_g21729_A,sa1,1,1,2.5000000000e-01
g5022_g21906_A,sa1,1,1,2.5000000000e-01
g5052_g21912_A,sa1,1,1,2.5000000000e-01
g5062_g21920_A,sa1,2,1,2.5000000000e-01
g5805_g22014_A,sa1,2,1,2.5000000000e-01
g6404_g22090_A,sa1,1,1,2.5000000000e-01
g6466_g22100_A,sa1,2,1,2.5000000000e-01
g6474_g22101_A,sa1,2,1,2.5000000000e-01
g6444_g22104_A,sa1,2,1,2.5000000000e-01
g6561_g22113_A,sa1,1,1,2.5000000000e-01
g6613_g22124_A,sa1,1,1,2.5000000000e-01
