net_name,f_type,cube_cnt,complete,fdp
P2_P1_EBX_REG_29__SCAN_IN,sa1,30,0,5.1530078053e-05
P2_P2_EBX_REG_29__SCAN_IN,sa0,30,0,5.1530078053e-05
P2_P2_EBX_REG_28__SCAN_IN,sa1,30,0,5.1530078053e-05
P2_P2_EBX_REG_19__SCAN_IN,sa1,30,0,1.7933918482e-02
P2_P2_EAX_REG_29__SCAN_IN,sa1,30,0,1.0547918095e-10
P2_P3_EBX_REG_28__SCAN_IN,sa0,30,0,1.8921613693e-02
P2_P3_EBX_REG_27__SCAN_IN,sa1,30,0,1.8921613693e-02
P2_P3_EBX_REG_19__SCAN_IN,sa0,30,0,1.6718626022e-02
P2_P3_EBX_REG_18__SCAN_IN,sa1,30,0,1.8377304077e-02
P2_P3_EAX_REG_19__SCAN_IN,sa1,30,0,9.5368250186e-07
P2_P3_EAX_REG_28__SCAN_IN,sa1,30,0,7.7411532402e-06
P2_P3_EAX_REG_29__SCAN_IN,sa0,30,0,1.5236437321e-06
P1_P2_EBX_REG_29__SCAN_IN,sa1,30,0,3.7500008883e-01
P1_P3_EBX_REG_29__SCAN_IN,sa0,30,0,3.7500008883e-01
P1_P3_EBX_REG_28__SCAN_IN,sa1,30,0,3.7500008883e-01
P1_P3_EBX_REG_19__SCAN_IN,sa1,30,0,2.6621299089e-01
P1_P3_EAX_REG_29__SCAN_IN,sa1,30,0,1.1644374332e-10
P4_IR_REG_20__SCAN_IN,sa0,24,1,2.5000000000e-01
P4_IR_REG_11__SCAN_IN,sa0,17,1,2.5000000000e-01
P4_IR_REG_10__SCAN_IN,sa1,18,1,2.5000000000e-01
P3_IR_REG_30__SCAN_IN,sa0,30,0,2.4999999639e-01
P3_IR_REG_21__SCAN_IN,sa0,26,1,2.5000000000e-01
P3_IR_REG_20__SCAN_IN,sa1,30,0,2.4995434284e-01
P3_IR_REG_12__SCAN_IN,sa0,29,1,2.5000000000e-01
P3_IR_REG_11__SCAN_IN,sa1,28,1,2.5000000000e-01
P2_P2_EBX_REG_29__SCAN_IN,sa1,30,0,5.1530078053e-05
P2_P3_EBX_REG_29__SCAN_IN,sa0,30,0,1.8921613693e-02
P2_P3_EBX_REG_28__SCAN_IN,sa1,30,0,1.8921613693e-02
P2_P3_EBX_REG_19__SCAN_IN,sa1,30,0,1.6718626022e-02
P2_P3_EAX_REG_29__SCAN_IN,sa1,30,0,1.5236437321e-06
P1_P1_STATE_REG_0__SCAN_IN,sa0,30,0,2.4999999802e-01
P1_P3_EBX_REG_29__SCAN_IN,sa1,30,0,3.7500008883e-01
