name,type,cube,rel,var,den,n=100,n=200,n=500,n=1000,n=2000,n=5000,n=10000,n=20000,n=50000,n=100000
R2167_U15_R2167_U49_B,sa1,0,0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
R2358_U7_R2358_U422_B,sa1,0,0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
R2358_U321_R2358_U328_B,sa1,0,0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
R2358_U230_R2358_U275_B,sa1,0,0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
R2358_U227_R2358_U161_B,sa1,0,0,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00,0.0000000000e+00
R2096_U119_R2096_U146_A,sa1,100,176,1.7583370182e-06,1.7581839854e-04,3.5160588497e-04,8.7878292596e-04,1.7567935925e-03,3.5105008613e-03,8.7531588979e-03,1.7429700005e-02,3.4555605568e-02,8.4163046216e-02,1.6124267408e-01
R2096_U96_R2096_U12_A,sa1,100,115,8.1956451667e-08,8.1956119183e-06,1.6391156669e-05,4.0977387917e-05,8.1953096687e-05,1.6389947706e-04,4.0969832584e-04,8.1922879896e-04,1.6377864621e-03,4.0894381324e-03,8.1621527606e-03
R2099_U190_R2099_U150_A,sa1,100,155,5.7451271770e-05,5.7288195863e-03,1.1424819799e-02,2.8317778976e-02,5.5833661346e-02,1.0854992495e-01,2.4968683839e-01,4.3703015952e-01,6.8306495871e-01,9.4345090657e-01,9.9680220003e-01
R2099_U137_R2099_U112_B,sa1,100,92,6.7565590143e-05,6.7340115187e-03,1.3422676126e-02,3.3219631881e-02,6.5335719819e-02,1.2640268335e-01,2.8669013806e-01,4.9118904086e-01,7.4111140786e-01,9.6589780885e-01,9.9883704056e-01
R2182_U19_R2182_U78_B,sa1,100,113,3.9935112000e-06,3.9927218704e-04,7.9838495580e-04,1.9947673888e-03,3.9855556807e-03,7.9552267072e-03,1.9769563694e-02,3.9148291739e-02,7.6763994731e-02,1.8100390136e-01,3.2924539041e-01
R2358_U211_R2358_U627_B,sa1,100,198,1.6921916313e-08,1.6921902138e-06,3.3843775641e-06,8.4609224341e-06,1.6921773281e-05,3.3843260216e-05,8.4606002989e-05,1.6920484780e-04,3.3838106533e-04,8.4573798465e-04,1.6907606966e-03
R2358_U231_R2358_U275_A,sa1,100,62,1.5668302774e-02,7.9386723048e-01,9.5750928133e-01,9.9962783529e-01,9.9999986149e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
R2358_U319_R2358_U141_B,sa1,100,166,4.4271217803e-09,4.4271208101e-07,8.8542396603e-07,2.2135584451e-06,4.4271119904e-06,8.8542043815e-06,2.2135363960e-05,4.4270237945e-05,8.8538516036e-05,2.2133159205e-04,4.4261419643e-04
R2278_U155_R2278_U420_B,sa1,100,49,5.5698445067e-05,5.5545159417e-03,1.1078179236e-02,2.7465762196e-02,5.4177156300e-02,1.0541914833e-01,2.4308171818e-01,4.2707471465e-01,6.7175661741e-01,9.3827089950e-01,9.9618951815e-01
R2278_U140_R2278_U345_B,sa1,100,69,5.9940390429e-08,5.9940212583e-06,1.1988006588e-05,2.9969747011e-05,5.9938595836e-05,1.1987359904e-04,2.9965705498e-04,5.9922431561e-04,1.1980895614e-03,2.9925330312e-03,5.9761108085e-03
R2278_U6_R2278_U341_A,sa1,100,59,1.1534666555e-09,1.1534665897e-07,2.3069330463e-07,5.7673316178e-07,1.1534659909e-06,2.3069306514e-06,5.7673166499e-06,1.1534600038e-05,2.3069067029e-05,5.7671669735e-05,1.1534001345e-04
R2278_U240_R2278_U317_B,sa1,100,79,1.3808953980e-12,1.3808953979e-10,2.7617907957e-10,6.9044769878e-10,1.3808953971e-09,2.7617907922e-09,6.9044769663e-09,1.3808953885e-08,2.7617907579e-08,6.9044767518e-08,1.3808953027e-07
R2278_U164_R2278_U302_C,sa1,100,71,2.5937333703e-07,2.5937000697e-05,5.1873328666e-05,1.2967827638e-04,2.5933973630e-04,5.1861221551e-04,1.2960262849e-03,2.5903728857e-03,5.1740357398e-03,1.2884937702e-02,2.5603853784e-02
R2278_U208_R2278_U134_A,sa1,100,72,6.1153757088e-05,6.0969007141e-03,1.2156629230e-02,3.0115041039e-02,5.9323166381e-02,1.1512709469e-01,2.6344998420e-01,4.5749407423e-01,7.0568732050e-01,9.5300816204e-01,9.9779176716e-01
R2278_U232_R2278_U127_B,sa1,100,63,1.3309322355e-07,1.3309234672e-05,2.6618292209e-05,6.6544402028e-05,1.3308437590e-04,2.6615104035e-04,6.6524478855e-04,1.3300470265e-03,2.6583250279e-03,6.6325683947e-03,1.3221145826e-02
R2278_U238_R2278_U122_A,sa1,100,58,7.5273121070e-12,7.5273121042e-10,1.5054624203e-09,3.7636560464e-09,7.5273120787e-09,1.5054624101e-08,3.7636559827e-08,7.5273118237e-08,1.5054623081e-07,3.7636553452e-07,7.5273092740e-07
R2278_U215_R2278_U5_B,sa1,100,107,9.3904191090e-08,9.3903754600e-06,1.8780662741e-05,4.6950995517e-05,9.3899786638e-05,1.8779075611e-04,4.6941076977e-04,9.3860119307e-04,1.8763214139e-03,4.6842045083e-03,9.3464672447e-03
REIP_REG_17__SCAN_IN_U6487_B,sa1,100,112,3.5773932092e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
PHYADDRPOINTER_REG_5__SCAN_IN_U6401_B,sa1,100,42,3.8820142916e-02,9.8092493196e-01,9.9963614178e-01,9.9999999747e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
PHYADDRPOINTER_REG_0__SCAN_IN_U6361_B,sa1,100,54,4.6881675720e-02,9.9178359345e-01,9.9993249066e-01,9.9999999996e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
EAX_REG_21__SCAN_IN_U6213_B,sa1,100,95,4.6355484817e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAI_18__U6198_B,sa1,100,103,3.5524368286e-05,3.5461972669e-03,7.0798190187e-03,1.7605676346e-02,3.4901392853e-02,6.8584678483e-02,1.6274366128e-01,2.9900182328e-01,5.0860155623e-01,8.3072826646e-01,9.7134708022e-01
EAX_REG_25__SCAN_IN_U6011_B,sa1,100,142,6.9379806519e-05,6.9142074532e-03,1.3780608642e-02,3.4096268632e-02,6.7029981729e-02,1.2956694501e-01,2.9313181066e-01,5.0033736290e-01,7.5033724908e-01,9.6885528373e-01,9.9903000665e-01
PHYADDRPOINTER_REG_2__SCAN_IN_U5801_B,sa1,100,107,3.7426458040e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
REIP_REG_19__SCAN_IN_U4289_B,sa1,1,4,6.2500000000e-02,9.9842555447e-01,9.9999752112e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAWIDTH_REG_1__SCAN_IN_U3467_A,sa0,1,33,1.1641532183e-10,1.1641532116e-08,2.3283064096e-08,5.8207659223e-08,1.1641531506e-07,2.3283061656e-07,5.8207643976e-07,1.1641525407e-06,2.3283037262e-06,5.8207491511e-06,1.1641464421e-05
R2144_U50_U3312_A,sa1,10,7,7.8125000000e-03,5.4356900259e-01,7.9167074460e-01,9.8019040238e-01,9.9960757984e-01,9.9999984601e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
R2144_U43_U3300_B,sa1,31,7,7.8125000000e-03,5.4356900259e-01,7.9167074460e-01,9.8019040238e-01,9.9960757984e-01,9.9999984601e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U7599,sa1,100,210,4.3630599976e-05,4.3536504488e-03,8.6883466253e-03,2.1579532930e-02,4.2693389618e-02,8.3564053719e-02,1.9600140642e-01,3.5358626153e-01,5.8214927872e-01,8.8713666205e-01,9.8726186695e-01
U5997,sa1,100,95,3.4093856812e-05,3.4036382483e-03,6.7956917432e-03,1.6902737341e-02,3.3519772152e-02,6.5915969178e-02,1.5673345954e-01,2.8890154174e-01,4.9433898266e-01,8.1817705608e-01,9.6694041706e-01
U5988,sa1,100,95,3.4093856812e-05,3.4036382483e-03,6.7956917432e-03,1.6902737341e-02,3.3519772152e-02,6.5915969178e-02,1.5673345954e-01,2.8890154174e-01,4.9433898266e-01,8.1817705608e-01,9.6694041706e-01
U5979,sa1,100,95,3.4093856812e-05,3.4036382483e-03,6.7956917432e-03,1.6902737341e-02,3.3519772152e-02,6.5915969178e-02,1.5673345954e-01,2.8890154174e-01,4.9433898266e-01,8.1817705608e-01,9.6694041706e-01
PHYADDRPOINTER_REG_20__SCAN_IN,sa0,100,101,4.2967451066e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
PHYADDRPOINTER_REG_11__SCAN_IN,sa0,100,50,4.2885947227e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
PHYADDRPOINTER_REG_10__SCAN_IN,sa1,100,94,3.9295256138e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U4998,sa1,28,41,7.0303678513e-03,5.0614816352e-01,7.5611036360e-01,9.7062462864e-01,9.9913708756e-01,9.9999925538e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U6996,sa1,100,34,6.4228079282e-06,6.4207663597e-04,1.2837410095e-03,3.2062632020e-03,6.4022462802e-03,1.2763503803e-02,3.1603959638e-02,6.2209109012e-02,1.2054824478e-01,2.7467933672e-01,4.7390993541e-01
U6987,sa1,100,35,6.0906459112e-06,6.0888100261e-04,1.2173912691e-03,3.0406999089e-03,6.0721539619e-03,1.2107436870e-02,2.9994291350e-02,5.9088925187e-02,1.1468634929e-01,2.6253247303e-01,4.5614164666e-01
U6978,sa1,100,38,5.2349059843e-06,5.2335497063e-04,1.0464360408e-03,2.6140372820e-03,5.2212413731e-03,1.0415221385e-02,2.5835012920e-02,5.1002577947e-02,9.9403892938e-02,2.3029348360e-01,4.0755187861e-01
U6969,sa1,100,35,5.0068774726e-06,5.0056367689e-04,1.0008767898e-03,2.5003139984e-03,4.9943764267e-03,9.9638090576e-03,2.4723686854e-02,4.8836113016e-02,9.5287260098e-02,2.2146746787e-01,3.9388709641e-01
U6888,sa1,100,40,6.6787470132e-06,6.6765395146e-04,1.3348621411e-03,3.3338151145e-03,6.6565159057e-03,1.3268722607e-02,3.2842427134e-02,6.4606229248e-02,1.2503849364e-01,2.8390215463e-01,4.8720387585e-01
U6798,sa1,21,6,1.5625000000e-02,7.9295843252e-01,9.5713378934e-01,9.9961955863e-01,9.9999985526e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U6789,sa1,100,160,1.5258789608e-04,1.5144110786e-02,3.0058877480e-02,7.3461582940e-02,1.4152656171e-01,2.6302335575e-01,5.3373339466e-01,7.8259545275e-01,9.5273526283e-01,9.9951432794e-01,9.9999976412e-01
U6699,sa1,100,28,1.5694648027e-05,1.5682461338e-03,3.1340328717e-03,7.8166752490e-03,1.5572250086e-02,3.0902005199e-02,7.5473769523e-02,1.4525124916e-01,2.6940457294e-01,5.4376103446e-01,7.9184600632e-01
U4989,sa1,2,10,9.7656250000e-04,9.3082656509e-02,1.7750093208e-01,3.8646613944e-01,6.2357620194e-01,8.5830512426e-01,9.9244237460e-01,9.9994288230e-01,9.9999999674e-01,1.0000000000e+00,1.0000000000e+00
U7698,sa1,100,51,2.0690450441e-02,8.7640555632e-01,9.8472441349e-01,9.9997116003e-01,9.9999999917e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U7689,sa1,65,143,1.6212463379e-05,1.6199459490e-03,3.2372676732e-03,8.0735299730e-03,1.6081878060e-02,3.1905129318e-02,7.7864380963e-02,1.4966590010e-01,2.7693191855e-01,5.5542199056e-01,8.0235039352e-01
U7779,sa1,80,136,1.7089843750e-03,1.5721604543e-01,2.8971520591e-01,5.7481171190e-01,8.1921491967e-01,9.6731675473e-01,9.9980688637e-01,9.9999996271e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAWIDTH_REG_13__SCAN_IN,sa1,42,41,3.1250000025e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAWIDTH_REG_14__SCAN_IN,sa0,37,41,3.1250000025e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAWIDTH_REG_22__SCAN_IN,sa1,42,41,3.1250000025e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAWIDTH_REG_23__SCAN_IN,sa0,37,41,3.1250000025e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAWIDTH_REG_31__SCAN_IN,sa1,42,41,3.1250000025e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U4899,sa1,49,12,4.8291015625e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U5799,sa1,1,5,3.1250000000e-02,9.5820045528e-01,9.9825279806e-01,9.9999987240e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U5889,sa1,1,5,3.1250000000e-02,9.5820045528e-01,9.9825279806e-01,9.9999987240e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
U5898,sa1,100,68,3.5761322508e-06,3.5754992830e-04,7.1497201465e-04,1.7864716790e-03,3.5697518769e-03,7.1267606254e-03,1.7721782187e-02,3.5129502810e-02,6.9024923652e-02,1.6373265994e-01,3.0065693595e-01
U6879,sa1,100,94,7.1525573730e-05,7.1272926964e-03,1.4203787092e-02,3.5132088130e-02,6.9029912644e-02,1.3329469645e-01,3.0067567426e-01,5.1094548743e-01,7.6082568373e-01,9.7202395275e-01,9.9921734078e-01
U6897,sa1,100,172,4.0650775190e-08,4.0650693393e-06,8.1301221537e-06,2.0325181449e-05,4.0649949785e-05,8.1298247152e-05,2.0323322541e-04,4.0642514708e-04,8.1268511276e-04,2.0304745926e-03,4.0568263581e-03
U3999,sa1,100,35,2.3437432275e-02,9.0667299093e-01,9.9129006938e-01,9.9999291994e-01,9.9999999995e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAO_REG_28__SCAN_IN,sa0,1,1,5.0000000000e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
DATAO_REG_27__SCAN_IN,sa1,1,1,5.0000000000e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
