name,cube,rel,var,den,n=10,n=100,n=1000,n=10000,n=100000
g3398_II8019_B,100,213,97,7.4550628669e-09,7.4550626168e-08,7.4550601158e-07,7.4550351058e-06,7.4547850118e-05,7.4522846870e-04
g3398_II8028_B,100,213,151,7.9226211924e-09,7.9226209100e-08,7.9226180854e-07,7.9225898399e-06,7.9223073925e-05,7.9194836561e-04
g2149_II8089_B,100,213,96,7.2222366155e-09,7.2222363808e-08,7.2222340336e-07,7.2222105613e-06,7.2219758444e-05,7.2196292342e-04
g2677_II8127_C,4,19,13,3.6621093750e-04,3.6560802945e-03,3.5965118512e-02,3.0668997208e-01,9.7433892665e-01,1.0000000000e+00
g2692_II8157_C,4,19,14,1.8310546875e-04,1.8295466814e-03,1.8145573491e-02,1.6733363113e-01,8.3978239332e-01,9.9999998885e-01
g3359_II8417_C,100,213,61,8.3865638418e-09,8.3865635253e-08,8.3865603603e-07,8.3865287099e-06,8.3862122146e-05,8.3830481372e-04
g3287_II8418_B,100,213,104,6.5654147479e-12,6.5654147477e-11,6.5654147458e-10,6.5654147264e-09,6.5654145324e-08,6.5654125927e-07
g3398_II8460_B,100,213,44,5.6843418861e-12,5.6843418859e-11,5.6843418845e-10,5.6843418699e-09,5.6843417245e-08,5.6843402705e-07
g3398_II8523_B,100,213,106,3.2652456747e-09,3.2652456267e-08,3.2652451470e-07,3.2652403491e-06,3.2651923715e-05,3.2647126466e-04
g3359_II8642_C,100,213,97,6.0584485450e-09,6.0584483798e-08,6.0584467281e-07,6.0584302110e-06,6.0582650431e-05,6.0566136940e-04
g3287_II8643_B,100,213,153,9.0860532097e-09,9.0860528382e-08,9.0860491232e-07,9.0860119729e-06,9.0856404817e-05,9.0819266827e-04
g146_g8257_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g154_g8267_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g158_g8272_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g162_g8277_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g118_g8285_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g255_g8319_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g639_g8403_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g703_g8456_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g718_g8513_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g706_g8543_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g673_g8612_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g3787_II7531_B,100,20,20,9.5367431641e-05,9.5326514786e-04,9.4918631050e-03,9.0965270627e-02,6.1469490117e-01,9.9992788135e-01
g3359_II8057_C,100,213,124,7.9219719140e-09,7.9219716316e-08,7.9219688075e-07,7.9219405667e-06,7.9216581655e-05,7.9188348919e-04
g318_g4368_A,2,4,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g550_g8645_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g270_g8835_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1481_II5599_A,4,17,7,1.0937500000e-01,6.8598614042e-01,9.9999067845e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g985_g2333_A,2,4,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1913_II6499_A,2,8,5,9.3750000000e-02,6.2633691437e-01,9.9994693576e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2557_II6538_B,1,3,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2242_II6998_A,1,4,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1974_II7148_B,4,7,7,1.1718750000e-01,7.1246895791e-01,9.9999613769e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1708_II7487_A,100,16,16,1.5258789063e-03,1.5154440462e-02,1.4161659858e-01,7.8282335950e-01,9.9999976658e-01,1.0000000000e+00
g1718_II7576_A,100,16,16,1.5258789063e-03,1.5154440462e-02,1.4161659858e-01,7.8282335950e-01,9.9999976658e-01,1.0000000000e+00
g2471_II8659_A,100,22,22,2.3841857910e-05,2.3839300119e-04,2.3813742320e-03,2.3560163696e-02,2.1212940434e-01,9.0783862968e-01
g1942_II9475_B,1,6,6,1.5625000000e-02,1.4570915024e-01,7.9295843252e-01,9.9999985526e-01,1.0000000000e+00,1.0000000000e+00
g1952_II9547_A,1,3,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1509_II9828_A,36,18,17,2.1182250977e-01,9.0747900902e-01,9.9999999995e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2128_II9947_A,1,6,6,1.5625000000e-02,1.4570915024e-01,7.9295843252e-01,9.9999985526e-01,1.0000000000e+00,1.0000000000e+00
g2145_II9993_A,1,10,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g2686_II8157_A,4,19,14,1.8310546875e-04,1.8295466814e-03,1.8145573491e-02,1.6733363113e-01,8.3978239332e-01,9.9999998885e-01
g3359_II8436_C,100,213,97,7.4551898987e-09,7.4551896486e-08,7.4551871475e-07,7.4551621366e-06,7.4549120341e-05,7.4524116241e-04
g3287_II8437_B,100,213,211,9.3201422378e-09,9.3201418469e-08,9.3201379380e-07,9.3200988488e-06,9.3197079694e-05,9.3158003776e-04
g3238_II8547_D,26,221,34,1.2195715681e-04,1.2189024760e-03,1.2122384066e-02,1.1482029154e-01,7.0466528593e-01,9.9999495170e-01
g3398_II8551_B,100,213,124,7.2227428876e-09,7.2227426529e-08,7.2227403053e-07,7.2227168298e-06,7.2224820799e-05,7.2201351408e-04
g2057_II8569_B,16,213,29,1.0984949768e-04,1.0979521247e-03,1.0925432323e-02,1.0403643561e-01,6.6664767515e-01,9.9998305526e-01
g3341_II8588_D,100,229,99,1.2206844985e-04,1.2200141850e-03,1.2133379737e-02,1.1491881243e-01,7.0499383016e-01,9.9999500758e-01
g2074_II8589_A,42,229,55,1.2206987049e-04,1.2200283757e-03,1.2133520094e-02,1.1492006996e-01,7.0499802159e-01,9.9999500829e-01
g168_g8281_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g351_g8296_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g570_g8338_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g681_g8380_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g746_g8441_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g4486_II9038_C,2,213,13,1.2207031250e-04,1.2200327910e-03,1.2133563764e-02,1.1492046122e-01,7.0499932570e-01,9.9999500851e-01
g3815_II7459_B,100,20,20,9.5367431641e-05,9.5326514786e-04,9.4918631050e-03,9.0965270627e-02,6.1469490117e-01,9.9992788135e-01
g819_g1753_A,9,7,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g945_g3094_A,2,5,5,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1987_II8115_D,100,213,212,1.2709498405e-03,1.2637055109e-02,1.1942116282e-01,7.1966169760e-01,9.9999700205e-01,1.0000000000e+00
g495_g4453_A,2,4,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3359_II8490_C,100,221,57,1.2111663822e-04,1.2105064796e-03,1.2039337533e-02,1.1407587827e-01,7.0217217692e-01,9.9999450898e-01
g2584_II9166_C,1,5,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g718_g6417_A,9,11,10,4.9902343750e-01,9.9900419550e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g281_g8294_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g258_g8326_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g591_g8650_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g339_g8821_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g264_g8824_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g432_g8845_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g362_g8852_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1970_II6739_B,1,4,4,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2386_II6774_A,2,6,6,4.6875000000e-02,3.8127365236e-01,9.9177783661e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2486_II7268_A,1,2,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3787_II7533_A,100,20,20,9.5367431641e-05,9.5326514786e-04,9.4918631050e-03,9.0965270627e-02,6.1469490117e-01,9.9992788135e-01
g2724_II8658_B,100,22,22,2.3841857910e-05,2.3839300119e-04,2.3813742320e-03,2.3560163696e-02,2.1212940434e-01,9.0783862968e-01
g4246_II8955_A,4,7,7,1.1718750000e-01,7.1246895791e-01,9.9999613769e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1935_II9169_A,2,5,5,9.3750000000e-02,6.2633691437e-01,9.9994693576e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1942_II9477_A,4,6,5,4.6875000000e-01,9.9820943772e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g1952_II9548_A,1,3,3,1.2500000000e-01,7.3692442384e-01,9.9999841217e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g4831_II9953_B,1,9,9,1.9531250000e-03,1.9360479644e-02,1.7757952141e-01,8.5844045473e-01,9.9999999677e-01,1.0000000000e+00
g3398_II8057_B,100,213,97,6.7568250210e-09,6.7568248155e-08,6.7568227611e-07,6.7568022165e-06,6.7565967755e-05,6.7545428236e-04
g1987_II8413_D,14,213,27,1.0577589273e-04,1.0572555851e-03,1.0522396881e-02,1.0037879483e-01,6.5278631234e-01,9.9997453355e-01
g3398_II8417_B,100,213,61,4.6617285613e-09,4.6617284635e-08,4.6617274856e-07,4.6617177064e-06,4.6616199153e-05,4.6606421554e-04
g3359_II8455_C,100,213,79,5.8256223951e-09,5.8256222424e-08,5.8256207152e-07,5.8256054431e-06,5.8254527260e-05,5.8239258477e-04
g3287_II8456_B,16,213,29,1.0984949768e-04,1.0979521247e-03,1.0925432323e-02,1.0403643561e-01,6.6664767515e-01,9.9998305526e-01
g3359_II8617_C,100,213,44,5.6843418861e-12,5.6843418859e-11,5.6843418845e-10,5.6843418699e-09,5.6843417245e-08,5.6843402705e-07
g3287_II8618_B,10,213,18,1.1825561523e-04,1.1819270532e-03,1.1756605434e-02,1.1153729542e-01,6.9352714127e-01,9.9999268995e-01
g3398_II8642_B,100,213,106,9.5512268732e-09,9.5512264627e-08,9.5512223575e-07,9.5511813060e-06,9.5507708036e-05,9.5466670739e-04
g547_g8317_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g345_g8339_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g652_g8455_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g4497_II9038_B,16,213,21,1.2159347534e-04,1.2152696453e-03,1.2086451759e-02,1.1449827032e-01,7.0358912154e-01,9.9999476470e-01
g792_g1844_A,2,3,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3707_II8296_C,2,10,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
g580_g4369_A,2,4,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g489_g4424_A,2,4,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g557_g4491_A,2,4,3,3.7500000000e-01,9.9090505298e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g828_g4724_A,2,7,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g2595_II9166_B,1,5,5,3.1250000000e-02,2.7202384333e-01,9.5820045528e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g855_g6434_A,9,11,10,4.9902343750e-01,9.9900419550e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g734_g6447_A,9,11,10,4.9902343750e-01,9.9900419550e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g174_g6638_A,9,11,10,4.9902343750e-01,9.9900419550e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g270_g8288_A,2,213,14,6.1035156250e-05,6.1018395172e-04,6.0851121500e-03,5.9211587888e-02,4.5685023660e-01,9.9776541980e-01
g563_g8652_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g570_g8654_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g336_g8816_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g507_g8843_A,13,15,14,4.9993896484e-01,9.9902224475e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g878_g6214_A,1,9,4,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
