name,cube,rel,var,den,n=10,n=100,n=1000,n=10000,n=100000
g445_g5177_A,2,54,15,9.1552734375e-05,9.1515025018e-04,9.1139068281e-03,8.7490630454e-02,5.9971130545e-01,9.9989438314e-01
g516_g5178_A,2,54,16,4.5776367188e-05,4.5766938697e-04,4.5672796072e-03,4.4745436093e-02,3.6730964654e-01,9.8972191680e-01
g269_g5236_A,2,59,13,3.6621093750e-04,3.6560802945e-03,3.5965118512e-02,3.0668997208e-01,9.7433892665e-01,1.0000000000e+00
g4950_II7970_C,2,61,15,9.1552734375e-05,9.1515025018e-04,9.1139068281e-03,8.7490630454e-02,5.9971130545e-01,9.9989438314e-01
g4980_II8119_D,2,57,15,9.1552734375e-05,9.1515025018e-04,9.1139068281e-03,8.7490630454e-02,5.9971130545e-01,9.9989438314e-01
g4980_II8128_D,2,57,15,9.1552734375e-05,9.1515025018e-04,9.1139068281e-03,8.7490630454e-02,5.9971130545e-01,9.9989438314e-01
g2497_II3952_B,100,97,64,3.3261268739e-11,3.3261268734e-10,3.3261268684e-09,3.3261268187e-08,3.3261263208e-07,3.3261213424e-06
g866_g1407_B,1,74,2,2.5000000000e-01,9.4368648529e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g193_g4367_A,19,12,11,4.6533203125e-01,9.9809084289e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g390_g4179_A,25,14,13,4.6789550781e-01,9.9818042796e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g754_g1609_B,69,113,18,6.2500000000e-02,4.7553952495e-01,9.9842555447e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g766_g1706_A,6,67,7,5.4687500000e-02,4.3015858903e-01,9.9638972681e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g548_g3760_A,18,36,19,4.9902343750e-01,9.9900419550e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g923_g4429_A,4,32,10,2.9296875000e-03,2.8913638971e-02,2.5427527147e-01,9.4681545513e-01,1.0000000000e+00,1.0000000000e+00
g188_g5380_A,25,18,12,4.5678710938e-01,9.9776282131e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g366_g5481_A,1,14,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
g2846_II4783_A,5,7,7,2.4218750000e-01,9.3753774684e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3437_II4939_A,20,11,11,2.2705078125e-01,9.2387809897e-01,9.9999999999e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
g3593_II5187_B,100,17,15,3.0517578125e-03,3.0101875423e-02,2.6334999578e-01,9.5294433051e-01,1.0000000000e+00,1.0000000000e+00
g3567_II5196_A,100,17,15,3.0517578125e-03,3.0101875423e-02,2.6334999578e-01,9.5294433051e-01,1.0000000000e+00,1.0000000000e+00
