name,type,cube,rel,var,den
R1222_U80_R1222_U500_B,sa0,30,81,4.5334116015e-15
R1222_U14_R1222_U252_A,sa0,30,95,1.4043806265e-17
R1222_U40_R1222_U235_A,sa0,30,71,5.7694734407e-15
R1222_U51_R1222_U223_A,sa1,30,85,9.9646858872e-06
R1222_U250_R1222_U14_B,sa1,30,79,6.1440550782e-07
R1171_U60_R1171_U100_A,sa1,30,55,7.0147208575e-06
U3498_R1171_U87_A,sa0,30,85,1.1107476908e-06
U3607_R1347_U96_C,sa1,30,176,2.9122788452e-11
U3584_R1347_U49_A,sa1,30,145,2.3812213730e-19
U3585_R1347_U48_A,sa1,30,170,3.0154372922e-19
U3586_R1347_U47_A,sa1,30,146,4.9048501602e-20
U3587_R1347_U46_A,sa1,30,188,3.0887088185e-16
R1150_U22_R1150_U423_A,sa1,30,72,7.6144933712e-06
R1150_U40_R1150_U413_B,sa1,30,74,1.6197562221e-05
R1150_U35_R1150_U401_B,sa0,30,74,2.8610229503e-05
R1150_U20_R1150_U363_A,sa0,30,111,1.6856023634e-18
R1150_U12_R1150_U290_A,sa0,30,65,8.9630484599e-06
R1150_U10_R1150_U164_B,sa1,30,91,3.5492994363e-06
R1150_U21_R1150_U145_A,sa1,30,106,1.9596861623e-17
U3488_R1207_U87_A,sa1,30,86,1.0112471771e-14
R1207_U301_R1207_U21_B,sa0,30,102,3.4782214868e-18
U4039_R1375_U88_A,sa1,30,66,1.0652733181e-05
U3482_R1375_U79_A,sa0,30,95,8.4035511837e-19
U3484_R1375_U68_A,sa0,30,121,3.8587665403e-19
U3079_R1375_U49_A,sa1,30,104,9.3132533985e-10
U3478_R1375_U38_A,sa0,30,127,8.8739937124e-21
U3496_R1117_U79_A,sa1,30,81,8.3840388381e-15
U3498_R1117_U78_A,sa0,30,83,1.8350780013e-05
REG1_REG_4__SCAN_IN_R1162_U201_B,sa0,30,20,1.3027191162e-03
R1162_U30_R1162_U131_A,sa0,30,29,9.0795755386e-04
REG1_REG_4__SCAN_IN_R1162_U110_B,sa1,30,24,9.4389915466e-04
REG1_REG_2__SCAN_IN_R1162_U103_B,sa1,30,20,3.9119720459e-03
REG1_REG_11__SCAN_IN_R1162_U33_A,sa0,30,31,1.9599199295e-03
R1240_U52_R1240_U420_B,sa0,30,64,1.5043521984e-14
R1240_U53_R1240_U230_A,sa1,30,61,1.9073486447e-06
R1240_U51_R1240_U222_B,sa1,30,84,4.6379864297e-07
R1240_U43_R1240_U212_B,sa1,30,71,9.2590865530e-16
R1240_U44_R1240_U212_A,sa1,30,75,3.6676391091e-15
R1240_U36_R1240_U202_A,sa1,30,64,3.7192471325e-15
R1240_U10_R1240_U155_B,sa1,30,80,7.3112772484e-15
R1240_U217_R1240_U12_B,sa0,30,82,3.2620932865e-17
R1240_U7_R1240_U12_A,sa0,30,82,3.1753571127e-17
U3468_R1282_U68_A,sa1,30,66,6.1035167910e-04
R1105_U40_R1105_U262_A,sa0,30,46,2.6575620177e-03
REG2_REG_1__SCAN_IN_R1105_U241_B,sa1,30,16,3.1280517578e-03
REG2_REG_2__SCAN_IN_R1105_U231_B,sa1,30,18,6.5612792969e-03
R1105_U13_R1105_U225_B,sa0,30,20,6.9198608398e-03
R1105_U14_R1105_U224_A,sa1,30,20,4.1618347168e-03
R1105_U18_R1105_U212_A,sa0,30,37,2.5869014207e-03
R1105_U17_R1105_U211_B,sa1,30,22,2.5815963745e-03
REG2_REG_5__SCAN_IN_R1105_U210_B,sa1,30,24,4.7445297241e-03
REG2_REG_5__SCAN_IN_R1105_U120_B,sa1,30,26,1.9940137863e-03
REG2_REG_3__SCAN_IN_R1105_U114_B,sa0,30,22,1.0514259338e-04
REG2_REG_1__SCAN_IN_R1105_U106_B,sa1,30,20,2.7084350586e-03
R1105_U82_R1105_U103_A,sa0,30,16,7.0343017578e-03
REG2_REG_13__SCAN_IN_R1105_U33_A,sa0,30,40,2.7570648817e-03
REG2_REG_10__SCAN_IN_R1105_U27_A,sa0,30,35,2.8537884355e-03
REG2_REG_0__SCAN_IN_R1105_U6_A,sa0,30,14,2.0324707031e-02
U3082_R395_U188_C,sa0,1,0,0.0000000000e+00
U3084_R395_U179_A,sa0,30,73,1.2556711833e-05
U3097_R395_U138_A,sa1,30,119,2.2290708277e-15
U3098_R395_U137_A,sa1,30,116,1.1542748369e-14
ADD_95_U107_ADD_95_U125_A,sa0,30,82,5.2386903149e-10
IR_REG_16__SCAN_IN_SUB_84_U158_B,sa1,17,19,1.2499809265e-01
IR_REG_27__SCAN_IN_SUB_84_U148_B,sa0,28,30,1.2499999907e-01
IR_REG_19__SCAN_IN_SUB_84_U129_B,sa0,20,22,1.2499976158e-01
IR_REG_4__SCAN_IN_SUB_84_U69_A,sa0,2,7,7.8125000000e-03
IR_REG_4__SCAN_IN_SUB_84_U58_B,sa1,2,16,1.5258789063e-05
IR_REG_9__SCAN_IN_SUB_84_U52_D,sa0,2,12,2.4414062500e-04
U3081_U6200_B,sa1,30,159,2.1749473436e-19
U4040_U6151_A,sa1,30,117,2.1124124893e-22
U3050_U6142_B,sa0,30,34,6.8359379657e-03
