name,cube,rel,var,den,n=10,n=100,n=1000,n=10000,n=100000
v13_D_7,2,0,10,5.8593750000e-03,5.7072691692e-02,4.4437454227e-01,9.9719572009e-01,1.0000000000e+00,1.0000000000e+00
v13_D_6,12,0,12,9.8828125000e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
B30B,4,0,11,1.4648437500e-02,1.3719610703e-01,7.7137645229e-01,9.9999960987e-01,1.0000000000e+00,1.0000000000e+00
B20B,13,0,12,4.5898437500e-02,3.7490493422e-01,9.9089120962e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
B14B_B14Bbar_A,1,0,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
B21B,3,0,9,4.2968750000e-02,3.5544320593e-01,9.8762309934e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
v7bar_IIII50_B,3,0,9,4.2968750000e-02,3.5544320593e-01,9.8762309934e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
v4bar_IIII71_A,1,0,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
v11bar_Lv13_D_10_B,2,0,9,9.7656250000e-03,9.3474586547e-02,6.2519978120e-01,9.9994529861e-01,1.0000000000e+00,1.0000000000e+00
v7_IIII69_A,1,0,10,9.7656250000e-04,9.7228212237e-03,9.3082656509e-02,6.2357620194e-01,9.9994288230e-01,1.0000000000e+00
v10_II98_B,1,0,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
v13_D_7,13,0,10,9.9414062500e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
B31B,4,0,12,2.0507812500e-02,1.8715120958e-01,8.7407915248e-01,9.9999999900e-01,1.0000000000e+00,1.0000000000e+00
B30B,6,0,11,1.2695312500e-02,1.1994059296e-01,7.2131095643e-01,9.9999717383e-01,1.0000000000e+00,1.0000000000e+00
v13_D_8,1,0,8,3.9062500000e-03,3.8382958384e-02,3.2388353489e-01,9.8003749113e-01,1.0000000000e+00,1.0000000000e+00
B22B,4,0,9,7.4218750000e-02,5.3752974307e-01,9.9955245360e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
B21B,4,0,8,5.8593750000e-02,4.5327268444e-01,9.9761379514e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
B40B,2,0,9,9.7656250000e-03,9.3474586547e-02,6.2519978120e-01,9.9994529861e-01,1.0000000000e+00,1.0000000000e+00
v7bar_IIII50_B,3,0,8,5.0781250000e-02,4.0616870279e-01,9.9454705862e-01,1.0000000000e+00,1.0000000000e+00,1.0000000000e+00
v1bar_IIII76_A,1,0,9,1.9531250000e-03,1.9360479644e-02,1.7757952141e-01,8.5844045473e-01,9.9999999677e-01,1.0000000000e+00
v4bar_IIII73_A,1,0,9,1.9531250000e-03,1.9360479644e-02,1.7757952141e-01,8.5844045473e-01,9.9999999677e-01,1.0000000000e+00
v12bar_Lv13_D_10_C,2,0,9,9.7656250000e-03,9.3474586547e-02,6.2519978120e-01,9.9994529861e-01,1.0000000000e+00,1.0000000000e+00
