name,type,cube,rel,var,den
P2_U3398_P2_R1161_U396_A,sa1,30,78,3.2433308661e-06
P2_R1161_U153_P2_R1161_U300_A,sa0,30,93,1.7123217921e-16
P2_U3398_P2_R1161_U189_B,sa0,30,41,7.5437128544e-08
P2_R1161_U301_P2_R1161_U133_A,sa1,30,49,1.1349948181e-07
P2_U3569_P2_R1054_U279_A,sa0,30,58,4.4805138896e-04
P2_R1054_U102_P2_R1054_U150_A,sa1,30,26,1.0528564453e-03
P2_R1054_U103_P2_R1054_U140_B,sa0,30,47,9.3698548153e-04
P2_R1131_U142_P2_R1131_U425_A,sa0,30,101,3.5438376168e-06
P2_R1131_U161_P2_R1131_U341_B,sa1,30,108,4.5835122366e-09
P2_U3898_P2_R1131_U295_A,sa1,30,104,1.1994748117e-06
P2_R1131_U224_P2_R1131_U225_A,sa1,30,71,2.2268795875e-06
P2_R1131_U6_P2_R1131_U214_A,sa1,30,79,5.1036477118e-07
P2_R1131_U175_P2_R1131_U203_A,sa0,30,60,3.8862228396e-05
P2_R1131_U31_P2_R1131_U44_B,sa1,30,83,1.0320218280e-06
P2_U3073_P2_R1158_U597_B,sa1,30,86,3.4272670838e-07
P2_U3895_P2_R1158_U524_A,sa0,30,92,1.9916333258e-06
P2_U3897_P2_R1158_U513_A,sa0,30,87,1.8744103729e-06
P2_U3902_P2_R1158_U498_A,sa1,30,95,9.5367431773e-07
P2_U3069_P2_R1158_U439_B,sa1,30,
