net_name,f_type,cube_cnt,fdp
R182_U39_U497_B,sa1,30,1.0791015625e-01
U301_U472_A,sa1,30,1.4422988892e-01
U303_U451_B,sa1,30,1.5209579468e-01
U303_U442_B,sa1,30,8.1680297852e-02
U303_U433_B,sa1,30,1.6155052185e-01
R182_U89,sa1,30,7.4218750000e-02
R182_U26_R182_U89_A,sa0,,7.4218750000e-02
R182_U98,sa1,3,6.2500000000e-02
U418_U500_A,sa1,7,6.2500000000e-02
U301_U464_A,sa1,30,8.4547042847e-02
U406_U304_B,sa1,30,9.4665527344e-02
U300,sa0,30,3.6637042649e-04
U412,sa0,,3.6637042649e-04
U372_U412_A,sa1,,3.6637042649e-04
STATO_REG_2__SCAN_IN_U300_B,sa0,,3.6637042649e-04
U301_U474_A,sa1,15,1.7138862610e-01
U302_U455_A,sa1,24,2.6550388336e-01
U302_U446_A,sa1,30,2.6550313085e-01
U302_U437_A,sa1,30,2.6531991514e-01
U413_U334_B,sa1,3,1.5625000000e-02
U373_U302_B,sa1,30,1.2931413949e-06
U375_U301_A,sa1,30,1.4748573303e-01
U400,sa0,30,4.1936838627e-01
U581,sa0,,4.1936838627e-01
U416_U581_A,sa0,,4.1936838627e-01
R182_U31_U581_B,sa0,,4.1936838627e-01
U580,sa0,,4.1936838627e-01
U407_U580_A,sa0,,4.1936838627e-01
T_REG_6__SCAN_IN_U580_B,sa0,,4.1936838627e-01
U310,sa0,30,6.7836761475e-02
U539,sa0,,6.7836761475e-02
U537_U539_A,sa0,,6.7836761475e-02
X_REG_6__SCAN_IN_U539_B,sa0,,6.7836761475e-02
U538,sa0,,6.7836761475e-02
U536_U538_A,sa0,,6.7836761475e-02
CONT_REG_6__SCAN_IN_U538_B,sa0,,6.7836761475e-02
U301,sa0,30,7.4526667595e-04
U375_U301_A,sa0,,7.4526667595e-04
STATO_REG_2__SCAN_IN_U301_B,sa0,,7.4526667595e-04
U300,sa1,30,1.4096245170e-01
U306_U560_A,sa1,6,3.1250000000e-01
U304_U508_A,sa1,3,9.3750000000e-02
U305_U507_A,sa1,25,1.0937500000e-01
U304_U490_A,sa1,30,7.1989536285e-02
U301_U466_A,sa1,30,8.6418151855e-02
U303_U454_B,sa1,30,1.0946512222e-01
U303_U445_B,sa1,30,8.6174011230e-02
U303_U436_B,sa1,30,7.8739881516e-02
U427_U430_A,sa1,30,2.2338911916e-02
U411_U428_A,sa1,2,4.8828125000e-04
U413_U335_B,sa1,3,1.5625000000e-02
U407_U324_A,sa1,11,2.4975585938e-01
U401,sa0,30,4.3735504150e-01
U583,sa0,,4.3735504150e-01
U416_U583_A,sa0,,4.3735504150e-01
R182_U39_U583_B,sa0,,4.3735504150e-01
U582,sa0,,4.3735504150e-01
U407_U582_A,sa0,,4.3735504150e-01
T_REG_2__SCAN_IN_U582_B,sa0,,4.3735504150e-01
U400,sa1,30,4.4091475010e-01
U320,sa0,30,9.0026869439e-02
U525,sa0,,9.0026869439e-02
U408_U525_A,sa0,,9.0026869439e-02
T_REG_3__SCAN_IN_U525_B,sa0,,9.0026869439e-02
U526,sa0,,9.0026869439e-02
U368_U526_A,sa0,,9.0026869439e-02
X_REG_3__SCAN_IN_U526_B,sa0,,9.0026869439e-02
U524,sa0,,9.0026869439e-02
U409_U524_A,sa0,,9.0026869439e-02
Y_REG_3__SCAN_IN_U524_B,sa0,,9.0026869439e-02
U311,sa0,30,6.0440063477e-02
U541,sa0,,6.0440063477e-02
U537_U541_A,sa0,,6.0440063477e-02
X_REG_5__SCAN_IN_U541_B,sa0,,6.0440063477e-02
U540,sa0,,6.0440063477e-02
U536_U540_A,sa0,,6.0440063477e-02
CONT_REG_5__SCAN_IN_U540_B,sa0,,6.0440063477e-02
U310,sa1,30,8.2556724548e-02
U302,sa0,30,4.5514106750e-04
U300_U302_A,sa0,,4.5514106750e-04
U373_U302_B,sa0,,4.5514106750e-04
U301,sa1,30,2.8603363037e-01
U360_U560_B,sa1,9,1.8701171875e-01
U411_U536_B,sa1,30,2.9102340341e-04
U408_U531_A,sa1,30,1.9592054188e-02
U409_U530_A,sa1,30,5.0978899002e-02
U408_U522_A,sa1,30,2.6776297018e-03
U409_U521_A,sa1,30,1.7150878906e-02
U372_U450_A,sa1,20,3.1372070313e-02
U372_U441_A,sa1,30,3.1371923164e-02
U419_U420_B,sa1,9,6.2255859375e-02
U419_U411_B,sa1,9,1.2451171875e-01
U413_U336_B,sa1,3,1.5625000000e-02
U414_U327_A,sa1,3,1.5625000000e-02
U406_U326_A,sa1,2,1.2500000000e-01
U370_U323_D,sa1,30,4.7453403473e-02
U371_U306_B,sa1,5,5.8593750000e-02
U501,sa0,7,9.3750000000e-02
U567_U501_A,sa0,,9.3750000000e-02
U499,sa0,,9.3750000000e-02
U359_U499_A,sa0,,9.3750000000e-02
MAR_REG_0__SCAN_IN_U499_B,sa0,,9.3750000000e-02
U500,sa0,,9.3750000000e-02
U418_U500_A,sa0,,9.3750000000e-02
MAR_REG_3__SCAN_IN_U500_B,sa0,,9.3750000000e-02
U500,sa1,3,1.5625000000e-02
U510,sa0,6,6.2500000000e-02
U386_U510_A,sa1,,6.2500000000e-02
U411,sa0,30,3.2714909315e-01
U415_U411_A,sa0,,3.2714909315e-01
U419_U411_B,sa0,,3.2714909315e-01
U410,sa1,30,7.0585918729e-04
U374_U410_A,sa0,,7.0585918729e-04
U402,sa0,7,4.6875000000e-01
U585,sa0,,4.6875000000e-01
U386_U585_A,sa0,,4.6875000000e-01
Y_REG_0__SCAN_IN_U585_B,sa0,,4.6875000000e-01
U584,sa0,,4.6875000000e-01
U510_U584_A,sa0,,4.6875000000e-01
U506_U584_B,sa0,,4.6875000000e-01
U401,sa1,30,4.6114349365e-01
U330,sa0,6,4.5312500000e-01
U414_U330_A,sa0,,4.5312500000e-01
U511,sa0,,4.5312500000e-01
U386_U511_A,sa0,,4.5312500000e-01
Y_REG_3__SCAN_IN_U511_B,sa0,,4.5312500000e-01
U321,sa0,30,1.0589790344e-01
U528,sa0,,1.0589790344e-01
U408_U528_A,sa0,,1.0589790344e-01
T_REG_2__SCAN_IN_U528_B,sa0,,1.0589790344e-01
U529,sa0,,1.0589790344e-01
U368_U529_A,sa0,,1.0589790344e-01
X_REG_2__SCAN_IN_U529_B,sa0,,1.0589790344e-01
U527,sa0,,1.0589790344e-01
U409_U527_A,sa0,,1.0589790344e-01
Y_REG_2__SCAN_IN_U527_B,sa0,,1.0589790344e-01
U320,sa1,30,9.3139648438e-02
U312,sa0,30,6.2164306641e-02
U543,sa0,,6.2164306641e-02
U537_U543_A,sa0,,6.2164306641e-02
X_REG_4__SCAN_IN_U543_B,sa0,,6.2164306641e-02
U542,sa0,,6.2164306641e-02
U536_U542_A,sa0,,6.2164306641e-02
CONT_REG_4__SCAN_IN_U542_B,sa0,,6.2164306641e-02
U311,sa1,30,7.7873580623e-02
U303,sa0,30,1.8591526896e-06
U300_U303_A,sa0,,1.8591526896e-06
U432_U303_B,sa0,,1.8591526896e-06
U302,sa1,30,7.0971775055e-01
U307_U552_A,sa1,3,3.1250000000e-01
U304_U492_A,sa1,30,7.5773239136e-02
U301_U468_A,sa1,30,8.9683532715e-02
U302_U449_A,sa1,30,2.6550328732e-01
U406_U426_A,sa1,2,2.4414062500e-04
U413_U337_B,sa1,3,1.5625000000e-02
U414_U328_A,sa1,3,1.5625000000e-02
U362_U308_A,sa1,5,3.1250000000e-02
U393_U304_A,sa1,30,1.5824508667e-01
U501,sa1,10,1.5625000000e-01
U420,sa1,2,2.4414062500e-04
U510,sa1,30,2.1783447266e-01
U386_U510_A,sa0,,2.1783447266e-01
U411,sa1,30,6.1085633934e-04
U403,sa0,7,4.6093750000e-01
U587,sa0,,4.6093750000e-01
U386_U587_A,sa0,,4.6093750000e-01
Y_REG_2__SCAN_IN_U587_B,sa0,,4.6093750000e-01
U586,sa0,,4.6093750000e-01
U510_U586_A,sa0,,4.6093750000e-01
U383_U586_B,sa0,,4.6093750000e-01
U402,sa1,9,5.3125000000e-01
U340,sa0,5,2.8125000000e-01
U477_U340_A,sa0,,2.8125000000e-01
MAR_REG_5__SCAN_IN_U340_B,sa0,,2.8125000000e-01
U331,sa0,11,4.6875000000e-01
U509,sa0,,4.6875000000e-01
U564_U509_A,sa0,,4.6875000000e-01
X_REG_0__SCAN_IN_U509_B,sa0,,4.6875000000e-01
U507,sa0,,4.6875000000e-01
U305_U507_A,sa0,,4.6875000000e-01
U506_U507_B,sa0,,4.6875000000e-01
U508,sa0,,4.6875000000e-01
U304_U508_A,sa0,,4.6875000000e-01
R182_U21_U508_B,sa0,,4.6875000000e-01
U330,sa1,14,5.4687500000e-01
U322,sa0,30,1.6755676270e-01
U531,sa0,,1.6755676270e-01
U408_U531_A,sa0,,1.6755676270e-01
T_REG_1__SCAN_IN_U531_B,sa0,,1.6755676270e-01
U532,sa0,,1.6755676270e-01
U368_U532_A,sa0,,1.6755676270e-01
X_REG_1__SCAN_IN_U532_B,sa0,,1.6755676270e-01
U530,sa0,,1.6755676270e-01
U409_U530_A,sa0,,1.6755676270e-01
Y_REG_1__SCAN_IN_U530_B,sa0,,1.6755676270e-01
U321,sa1,30,1.0133361910e-01
