net_name,f_type,cube_cnt,complete,fdp
G11,sa0,1,1,2.5000000000e-01
G20,sa0,45,1,2.2789001465e-01
G12,sa0,4,1,1.5625000000e-01
G11,sa1,1,1,2.5000000000e-01
G21,sa0,39,1,2.3526000977e-01
G20,sa1,45,1,2.2789001465e-01
G31,sa0,2,1,2.5000000000e-01
G22,sa0,84,1,2.5000000000e-01
G13,sa0,4,1,1.5625000000e-01
G12,sa1,4,1,1.5625000000e-01
G21,sa1,39,1,2.3526000977e-01
G31,sa1,2,1,2.5000000000e-01
G23,sa0,2,1,2.5000000000e-01
G14,sa0,6,1,2.5000000000e-01
G22,sa1,86,1,2.5000000000e-01
G13,sa1,4,1,1.5625000000e-01
G24,sa0,9,1,2.3046875000e-01
G23,sa1,2,1,2.5000000000e-01
G14,sa1,6,1,2.5000000000e-01
G15,sa0,18,1,1.8261718750e-01
G24,sa1,9,1,2.3046875000e-01
G16,sa0,15,1,1.8261718750e-01
G15,sa1,18,1,1.8261718750e-01
G17,sa0,20,1,2.1736145020e-01
G16,sa1,15,1,1.8261718750e-01
G18,sa0,30,1,2.5000000000e-01
G17,sa1,20,1,2.1736145020e-01
G18,sa1,30,1,2.5000000000e-01
G19,sa0,56,1,2.2789001465e-01
G19,sa1,57,1,2.2789001465e-01
G119,sa0,1,1,5.0000000000e-01
G28,sa1,,,5.0000000000e-01
G119,sa1,1,1,5.0000000000e-01
G28,sa0,,,5.0000000000e-01
G167,sa0,1,1,5.0000000000e-01
G29,sa1,,,5.0000000000e-01
G167,sa1,1,1,5.0000000000e-01
G29,sa0,,,5.0000000000e-01
G20_G140_C,sa0,1,1,1.5625000000e-02
G21_G140_B,sa0,1,1,3.1250000000e-02
G23_G104_A,sa0,1,1,1.2500000000e-01
G22_G131_B,sa0,1,1,7.8125000000e-03
G20_G151_A,sa1,1,1,3.1250000000e-02
G21_G141_C,sa0,1,1,6.2500000000e-02
G22_G141_B,sa0,2,1,4.6875000000e-02
G24_G140_A,sa0,1,1,3.1250000000e-02
G24_G122_A,sa1,5,1,7.8125000000e-02
G20_G125_B,sa1,2,1,3.1250000000e-02
G24_G141_A,sa0,1,1,6.2500000000e-02
G23_G131_C,sa0,1,1,7.8125000000e-03
G21_G123_C,sa1,4,1,9.3750000000e-02
G22_G124_B,sa1,2,1,3.1250000000e-02
G22_G133_C,sa0,1,1,3.9062500000e-03
G21_G134_C,sa0,2,1,1.1718750000e-02
G20_G128_A,sa0,1,1,1.5625000000e-02
G21_G126_B,sa1,3,1,6.2500000000e-02
G20_G137_B,sa0,1,1,7.8125000000e-03
G20_G145_C,sa0,1,1,1.5625000000e-02
G19_G121_A,sa1,1,1,7.8125000000e-03
G24_G127_B,sa1,3,1,6.2500000000e-02
G31_G158_A,sa0,1,1,1.2500000000e-01
G19_G125_C,sa1,1,1,1.5625000000e-02
G19_G137_C,sa0,1,1,7.8125000000e-03
G19_G145_D,sa0,1,1,1.5625000000e-02
G19_G129_A,sa1,1,1,7.8125000000e-03
G13_IIII200_A,sa1,1,1,3.1250000000e-02
G13_IIII201_A,sa1,2,1,1.5625000000e-01
G14_IIII210_A,sa1,1,1,3.1250000000e-02
G14_IIII211_A,sa1,3,1,2.1875000000e-01
G22_IIII302_A,sa1,12,1,9.8266601563e-03
G22_IIII303_A,sa1,8,1,2.4017333984e-01
G11_IIII181_A,sa1,0,1,0.0000000000e+00
G12_IIII190_A,sa1,1,1,6.2500000000e-02
G20_IIII281_A,sa1,12,1,1.9653320313e-02
G12_IIII191_A,sa1,1,1,1.2500000000e-01
G20_IIII282_A,sa1,9,1,2.1069335938e-01
G15_IIII225_A,sa1,8,1,1.1230468750e-01
G21_IIII291_A,sa1,12,1,9.8266601563e-03
G15_IIII226_A,sa1,3,1,7.0312500000e-02
G21_IIII292_A,sa1,15,1,2.2052001953e-01
G16_IIII235_A,sa1,4,1,4.4921875000e-02
G16_IIII236_A,sa1,5,1,1.3769531250e-01
G17_IIII245_A,sa1,4,1,2.2460937500e-02
G17_IIII246_A,sa1,11,1,1.6015625000e-01
G19_IIII271_A,sa1,24,1,4.9133300781e-02
G18_IIII255_A,sa1,4,1,2.2460937500e-02
G19_IIII272_A,sa1,7,1,1.7138671875e-01
G18_IIII256_A,sa1,6,1,2.2753906250e-01
G11_G33_A,sa0,1,1,3.1250000000e-02
G12_G33_B,sa0,1,1,3.1250000000e-02
G13_G33_C,sa0,1,1,3.1250000000e-02
G15_G54_A,sa0,4,1,2.2460937500e-02
G20_G75_B,sa0,12,1,9.8266601563e-03
G31_G57_A,sa0,16,1,1.4062500000e-01
G16_G54_B,sa0,4,1,2.2460937500e-02
G21_G75_C,sa0,12,1,9.8266601563e-03
G17_G54_C,sa0,4,1,2.2460937500e-02
G19_G75_A,sa0,12,1,9.8266601563e-03
G150,sa0,3,1,6.2500000000e-02
G19_G150_A,sa1,,,6.2500000000e-02
G160,sa0,2,1,2.5000000000e-01
IIII382,sa1,,,2.5000000000e-01
G1,sa0,,,2.5000000000e-01
G106,sa0,2,1,2.5000000000e-01
IIII318,sa1,,,2.5000000000e-01
G2,sa0,,,2.5000000000e-01
G141,sa1,2,1,4.6875000000e-02
G24_G141_A,sa1,,,4.6875000000e-02
G22_G141_B,sa1,,,4.6875000000e-02
G21_G141_C,sa1,,,4.6875000000e-02
G142,sa0,4,1,4.6875000000e-02
G22_G142_A,sa1,,,4.6875000000e-02
G150,sa1,3,1,6.2500000000e-02
G19_G150_A,sa0,,,6.2500000000e-02
G107,sa0,1,1,5.0000000000e-01
IIII321,sa1,,,5.0000000000e-01
G25,sa0,,,5.0000000000e-01
G160,sa1,2,1,2.5000000000e-01
IIII382,sa0,,,2.5000000000e-01
G1,sa1,,,2.5000000000e-01
G106,sa1,2,1,2.5000000000e-01
IIII318,sa0,,,2.5000000000e-01
G2,sa1,,,2.5000000000e-01
G142,sa1,4,1,4.6875000000e-02
G22_G142_A,sa0,,,4.6875000000e-02
G152,sa0,52,1,4.9925231934e-01
