net_name,f_type,cube_cnt,complete,fdp
cnt10,sa0,11,1,2.7343750000e-02
cnt10,sa1,11,1,2.7343750000e-02
cnt21,sa0,20,1,3.5156250000e-02
cnt13,sa0,1,1,7.8125000000e-03
cnt21,sa1,20,1,3.5156250000e-02
cnt13,sa1,1,1,7.8125000000e-03
cnt44,sa0,25,1,3.1250000000e-02
cnt44,sa1,25,1,3.1250000000e-02
cnt45,sa0,20,1,5.0781250000e-02
cnt45,sa1,20,1,5.0781250000e-02
john,sa1,8,1,1.1718750000e-02
pcnt17,sa0,1,1,3.9062500000e-03
pcnt17,sa1,1,1,3.9062500000e-03
pcnt27,sa0,1,1,3.9062500000e-03
st_0,sa0,15,1,5.0000000000e-01
st_1,sa0,44,1,4.9609375000e-01
st_0,sa1,15,1,5.0000000000e-01
st_2,sa0,19,1,5.0000000000e-01
st_1,sa1,44,1,4.9609375000e-01
st_2,sa1,19,1,5.0000000000e-01
st_3,sa0,18,1,5.0000000000e-01
st_4,sa0,16,1,4.4531250000e-01
st_3,sa1,18,1,5.0000000000e-01
st_4,sa1,16,1,4.4531250000e-01
st_5,sa0,17,1,5.0000000000e-01
st_5,sa1,16,1,5.0000000000e-01
cnt272,sa1,26,1,7.8125000000e-03
cnt283,sa1,16,1,1.1718750000e-02
cnt284,sa0,3,1,1.5625000000e-02
cnt509,sa1,8,1,1.1718750000e-02
cnt284,sa1,3,1,1.5625000000e-02
cnt591,sa1,9,1,7.8125000000e-03
pcnt241,sa0,1,1,3.9062500000e-03
pcnt6,sa1,4,1,3.9062500000e-03
st_5_II1102_1_A,sa1,1,1,3.1250000000e-02
st_4_II1113_1_A,sa1,48,1,9.1796875000e-02
st_0_II1055_1_B,sa1,3,1,9.3750000000e-02
st_0_II1038_1_B,sa0,3,1,1.5625000000e-02
st_2_II1081_2_A,sa1,2,1,3.1250000000e-02
st_2_II1055_1_C,sa1,3,1,7.8125000000e-02
st_4_II1092_1_A,sa0,1,1,3.1250000000e-02
st_3_II511_A,sa0,9,1,1.0156250000e-01
st_4_II1068_1_A,sa0,1,1,3.1250000000e-02
cnt10_II946_1_A,sa1,3,1,1.1718750000e-02
cnt284_II1044_1_B,sa1,1,1,3.9062500000e-03
st_5_II1059_1_A,sa1,2,1,4.6875000000e-02
st_5_II511_B,sa0,6,1,9.3750000000e-02
st_0_II390_A,sa1,2,1,1.8750000000e-01
st_3_II270_A,sa1,5,1,1.2500000000e-01
st_0_II535_B,sa0,13,1,7.7148437500e-02
st_0_II555_A,sa0,8,1,9.3750000000e-02
st_0_II742_B,sa1,3,1,7.8125000000e-02
st_2_II615_B,sa0,6,1,1.8750000000e-01
st_1_II282_B,sa1,6,1,5.8593750000e-02
st_1_II590_A,sa1,32,1,1.7529296875e-01
st_1_II663_A,sa0,8,1,8.0078125000e-02
cnt45_II950_1_B,sa1,6,1,1.5625000000e-02
st_2_II642_B,sa1,2,1,4.6875000000e-02
st_0_II259_A,sa0,6,1,2.3437500000e-01
st_1_II555_B,sa0,28,1,9.3750000000e-02
st_1_II266_B,sa1,4,1,7.8125000000e-02
st_2_II590_B,sa1,15,1,1.8701171875e-01
st_0_II595_A,sa0,8,1,1.1718750000e-01
st_2_II547_B,sa0,7,1,1.8750000000e-01
st_0_II638_B,sa1,40,1,5.4687500000e-02
st_3_II466_A,sa1,19,1,1.5625000000e-02
st_1_II675_B,sa0,3,1,3.1250000000e-02
cnt45_II954_2_A,sa1,17,1,3.5156250000e-02
st_1_II458_B,sa1,18,1,1.6015625000e-01
st_3_II574_A,sa1,19,1,1.2890625000e-01
cnt284_II810_B,sa1,4,1,3.9062500000e-03
st_2_II566_B,sa1,3,1,1.0937500000e-01
st_1_II587_A,sa0,16,1,7.8125000000e-02
st_3_II458_A,sa1,22,1,1.3769531250e-01
st_1_II739_B,sa0,4,1,5.0781250000e-02
st_2_II595_B,sa0,12,1,8.3007812500e-02
st_2_II658_A,sa1,9,1,5.4687500000e-02
st_3_II855_B,sa0,5,1,1.2500000000e-01
st_3_II666_B,sa1,2,1,1.2500000000e-01
st_4_II487_A,sa0,2,1,3.1250000000e-02
st_1_II578_B,sa1,11,1,1.9531250000e-01
st_2_II587_B,sa0,11,1,1.0351562500e-01
cnt284_II490_A,sa1,1,1,3.9062500000e-03
st_2_II795_B,sa0,15,1,1.5625000000e-02
st_3_II795_A,sa0,4,1,6.8359375000e-03
