net_name,f_type,cube_cnt,complete,fdp
MAR_REG_7__SCAN_IN,sa1,8,1,2.8198337555e-01
PUNTI_RETTA_REG_0__SCAN_IN,sa0,1,1,5.0000000000e-01
PUNTI_RETTA_REG_0__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_1__SCAN_IN,sa0,1,1,5.0000000000e-01
PUNTI_RETTA_REG_1__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_2__SCAN_IN,sa0,1,1,5.0000000000e-01
PUNTI_RETTA_REG_2__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_3__SCAN_IN,sa0,1,1,5.0000000000e-01
PUNTI_RETTA_REG_3__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_4__SCAN_IN,sa0,1,1,5.0000000000e-01
T_REG_0__SCAN_IN,sa0,2,1,3.7500000000e-01
PUNTI_RETTA_REG_4__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_5__SCAN_IN,sa0,1,1,5.0000000000e-01
T_REG_0__SCAN_IN,sa1,2,1,3.7500000000e-01
T_REG_1__SCAN_IN,sa0,2,1,3.7500000000e-01
PUNTI_RETTA_REG_5__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_6__SCAN_IN,sa0,1,1,5.0000000000e-01
T_REG_1__SCAN_IN,sa1,2,1,3.7500000000e-01
T_REG_2__SCAN_IN,sa0,2,1,3.7500000000e-01
PUNTI_RETTA_REG_6__SCAN_IN,sa1,1,1,5.0000000000e-01
PUNTI_RETTA_REG_7__SCAN_IN,sa0,1,1,5.0000000000e-01
T_REG_2__SCAN_IN,sa1,2,1,3.7500000000e-01
T_REG_3__SCAN_IN,sa0,2,1,3.7500000000e-01
PUNTI_RETTA_REG_7__SCAN_IN,sa1,1,1,5.0000000000e-01
T_REG_3__SCAN_IN,sa1,2,1,3.7500000000e-01
T_REG_4__SCAN_IN,sa0,2,1,3.7500000000e-01
X_REG_0__SCAN_IN,sa0,8,1,4.3750000000e-01
Y_REG_0__SCAN_IN,sa0,3,1,4.3750000000e-01
T_REG_4__SCAN_IN,sa1,2,1,3.7500000000e-01
T_REG_5__SCAN_IN,sa0,2,1,3.7500000000e-01
