net_name,f_type,cube_cnt,complete,fdp
g20567,sa1,11,1,9.9951171875e-01
g20563,sa1,11,1,9.9951171875e-01
g20559,sa1,11,1,9.9951171875e-01
g20555,sa1,11,1,9.9951171875e-01
g19156,sa1,,,9.9951171875e-01
g19151,sa1,,,9.9951171875e-01
g19147,sa1,,,9.9951171875e-01
g19145,sa1,,,9.9951171875e-01
g17959_II25351_A,sa1,,,9.9951171875e-01
g17959,sa1,11,1,9.9951171875e-01
g17847_II25344_A,sa1,,,9.9951171875e-01
g17847,sa1,11,1,9.9951171875e-01
g17746_II25338_A,sa1,,,9.9951171875e-01
g17746,sa1,11,1,9.9951171875e-01
g17645_II25334_A,sa1,,,9.9951171875e-01
g17645,sa1,11,1,9.9951171875e-01
g14337_II23996_A,sa1,,,9.9951171875e-01
g14337_II23908_A,sa1,,,9.9951171875e-01
g14337_II23821_A,sa1,,,9.9951171875e-01
g14337_II23729_A,sa1,,,9.9951171875e-01
g14337,sa1,11,1,9.9951171875e-01
g13110,sa1,,,9.9951171875e-01
II27026,sa0,,,9.9951171875e-01
II27014,sa0,,,9.9951171875e-01
II27002,sa0,,,9.9951171875e-01
II26990,sa0,,,9.9951171875e-01
II25351,sa0,,,9.9951171875e-01
II25344,sa0,,,9.9951171875e-01
II25338,sa0,,,9.9951171875e-01
II25334,sa0,,,9.9951171875e-01
II23996,sa0,,,9.9951171875e-01
II23908,sa0,,,9.9951171875e-01
II23821,sa0,,,9.9951171875e-01
II23729,sa0,,,9.9951171875e-01
II21165,sa0,,,9.9951171875e-01
g29655,sa1,30,0,9.4733560087e-01
g29519,sa1,,,9.4733560087e-01
g29192,sa1,,,9.4733560087e-01
g28954,sa0,,,9.4733560087e-01
II39083,sa0,,,9.4733560087e-01
II38885,sa0,,,9.4733560087e-01
g30989,sa1,30,0,9.4416213037e-01
g30988,sa1,,,9.4416213037e-01
g30971,sa1,,,9.4416213037e-01
g30970,sa0,,,9.4416213037e-01
g30940,sa1,30,0,9.4416213037e-01
g30928,sa1,,,9.4416213037e-01
g30765,sa1,,,9.4416213037e-01
g30685,sa0,,,9.4416213037e-01
g30119,sa1,30,0,9.4416213037e-01
g30052,sa1,,,9.4416213037e-01
g29848,sa1,,,9.4416213037e-01
g29761,sa0,,,9.4416213037e-01
II41141,sa0,,,9.4416213037e-01
II41138,sa0,,,9.4416213037e-01
II41044,sa0,,,9.4416213037e-01
II41024,sa0,,,9.4416213037e-01
II39622,sa0,,,9.4416213037e-01
II39550,sa0,,,9.4416213037e-01
g23448,sa0,30,0,8.9453125000e-01
g22876_II30476_A,sa0,,,8.9453125000e-01
II30476,sa1,,,8.9453125000e-01
g5631_g23513_B,sa1,,,8.8525390625e-01
g24607,sa1,30,0,8.8525390625e-01
g23513_II32193_A,sa1,,,8.8525390625e-01
g23513,sa1,30,0,8.8525390625e-01
g22911_g23513_A,sa1,,,8.8525390625e-01
II32193,sa0,,,8.8525390625e-01
g25005,sa0,30,0,8.8500976563e-01
g24997,sa0,30,0,8.8500976563e-01
g23539_g25005_A,sa0,,,8.8500976563e-01
g23528_g24997_A,sa0,,,8.8500976563e-01
g2142_g25005_B,sa0,,,8.8500976563e-01
g1448_g24997_B,sa0,,,8.8500976563e-01
g5697_g23539_B,sa1,,,8.8427734375e-01
g5659_g23528_B,sa1,,,8.8427734375e-01
g24630,sa1,30,0,8.8427734375e-01
g24619,sa1,30,0,8.8427734375e-01
g23539_II32210_A,sa1,,,8.8427734375e-01
g23539,sa1,30,0,8.8427734375e-01
g23528_II32203_A,sa1,,,8.8427734375e-01
g23528,sa1,30,0,8.8427734375e-01
g22942_g23539_A,sa1,,,8.8427734375e-01
g22936_g23528_A,sa1,,,8.8427734375e-01
II32210,sa0,,,8.8427734375e-01
II32203,sa0,,,8.8427734375e-01
g771_g22911_B,sa0,,,8.8281250000e-01
g23455,sa0,30,0,8.8281250000e-01
g22911_II30489_A,sa0,,,8.8281250000e-01
g22911,sa0,30,0,8.8281250000e-01
g21246_g22911_A,sa0,,,8.8281250000e-01
II30489,sa1,,,8.8281250000e-01
g762_g24986_B,sa0,,,8.7915039063e-01
g25324,sa0,30,0,8.7915039063e-01
g25315,sa0,30,0,8.7915039063e-01
g25306,sa0,30,0,8.7915039063e-01
g25005_II33154_A,sa0,,,8.7915039063e-01
g24997_II33145_A,sa0,,,8.7915039063e-01
g24986_II33136_A,sa0,,,8.7915039063e-01
g24986,sa0,30,0,8.7915039063e-01
g23513_g24986_A,sa0,,,8.7915039063e-01
II33154,sa1,,,8.7915039063e-01
II33145,sa1,,,8.7915039063e-01
II33136,sa1,,,8.7915039063e-01
g5741_g25389_B,sa1,,,8.7512207031e-01
g5689_g25372_B,sa1,,,8.7512207031e-01
g25389,sa1,30,0,8.7512207031e-01
g25372,sa1,30,0,8.7512207031e-01
g25005_g25389_A,sa1,,,8.7512207031e-01
g24997_g25372_A,sa1,,,8.7512207031e-01
g23473,sa0,30,0,8.7255859375e-01
g23464,sa0,30,0,8.7255859375e-01
g22942_II30519_A,sa0,,,8.7255859375e-01
g22942,sa0,30,0,8.7255859375e-01
g22936_II30504_A,sa0,,,8.7255859375e-01
g22936,sa0,30,0,8.7255859375e-01
g2151_g22942_B,sa0,,,8.7255859375e-01
g21263_g22942_A,sa0,,,8.7255859375e-01
g21255_g22936_A,sa0,,,8.7255859375e-01
g1457_g22936_B,sa0,,,8.7255859375e-01
II30519,sa1,,,8.7255859375e-01
II30504,sa1,,,8.7255859375e-01
g83_g22876_B,sa0,,,8.7207031250e-01
g22876,sa0,30,0,8.7207031250e-01
g21238_g22876_A,sa0,,,8.7207031250e-01
g5992_g21263_B,sa1,,,8.7109375000e-01
g5963_g21255_B,sa1,,,8.7109375000e-01
g5929_g21246_B,sa1,,,8.7109375000e-01
g5890_g21238_B,sa1,,,8.7109375000e-01
g22376,sa1,30,1,8.7109375000e-01
g22353,sa1,30,1,8.7109375000e-01
g22328,sa1,30,1,8.7109375000e-01
g22300,sa1,28,1,8.7109375000e-01
g21263_II28928_A,sa1,,,8.7109375000e-01
g21263,sa1,30,1,8.7109375000e-01
g21255_II28913_A,sa1,,,8.7109375000e-01
g21255,sa1,30,1,8.7109375000e-01
g21246_II28896_A,sa1,,,8.7109375000e-01
g21246,sa1,30,1,8.7109375000e-01
g21238_II28876_A,sa1,,,8.7109375000e-01
g21238,sa1,29,1,8.7109375000e-01
g20064_g21263_A,sa1,,,8.7109375000e-01
g20022_g21255_A,sa1,,,8.7109375000e-01
g19984_g21246_A,sa1,,,8.7109375000e-01
g19954_g21238_A,sa1,,,8.7109375000e-01
II28928,sa0,,,8.7109375000e-01
II28913,sa0,,,8.7109375000e-01
II28896,sa0,,,8.7109375000e-01
II28876,sa0,,,8.7109375000e-01
g26076,sa1,30,0,8.6926269531e-01
g26070,sa1,30,0,8.6926269531e-01
g25389_II33974_A,sa1,,,8.6926269531e-01
g25372_II33968_A,sa1,,,8.6926269531e-01
II33974,sa0,,,8.6926269531e-01
II33968,sa0,,,8.6926269531e-01
g5651_g25357_B,sa1,,,8.6145019531e-01
g26063,sa1,30,0,8.6145019531e-01
g25357_II33961_A,sa1,,,8.6145019531e-01
g25357,sa1,30,0,8.6145019531e-01
g24986_g25357_A,sa1,,,8.6145019531e-01
II33961,sa0,,,8.6145019531e-01
g26861,sa0,30,0,8.5748291016e-01
g26855,sa0,30,0,8.5748291016e-01
g26513_II35028_A,sa0,,,8.5748291016e-01
g26498_II35014_A,sa0,,,8.5748291016e-01
II35028,sa1,,,8.5748291016e-01
II35014,sa1,,,8.5748291016e-01
g56_g27571_B,sa0,,,8.5449218750e-01
g27776,sa0,30,0,8.5449218750e-01
g27571,sa0,,,8.5449218750e-01
g27361,sa1,30,0,8.5449218750e-01
g26869_g27571_A,sa0,,,8.5449218750e-01
g26869_II35681_A,sa1,,,8.5449218750e-01
g26837,sa0,30,0,8.5449218750e-01
g26458_II34980_A,sa0,,,8.5449218750e-01
g26056,sa1,30,0,8.5449218750e-01
g25343_II33954_A,sa1,,,8.5449218750e-01
g25296,sa0,30,0,8.5449218750e-01
g24975_II33128_A,sa0,,,8.5449218750e-01
g24600,sa1,30,0,8.5449218750e-01
g23497_II32184_A,sa1,,,8.5449218750e-01
II36213,sa1,,,8.5449218750e-01
II35681,sa0,,,8.5449218750e-01
II34980,sa1,,,8.5449218750e-01
II33954,sa0,,,8.5449218750e-01
II33128,sa1,,,8.5449218750e-01
II32184,sa0,,,8.5449218750e-01
g26513,sa0,30,0,8.4967041016e-01
g26498,sa0,30,0,8.4967041016e-01
g25389_g26513_A,sa0,,,8.4967041016e-01
g25372_g26498_A,sa0,,,8.4967041016e-01
g2133_g26513_B,sa0,,,8.4967041016e-01
g1439_g26498_B,sa0,,,8.4967041016e-01
g74_g24975_B,sa0,,,8.4838867188e-01
g65_g26458_B,sa0,,,8.4838867188e-01
g5642_g26869_B,sa1,,,8.4838867188e-01
g5623_g25343_B,sa1,,,8.4838867188e-01
g5606_g23497_B,sa1,,,8.4838867188e-01
g26869,sa1,30,0,8.4838867188e-01
g26458_g26869_A,sa1,,,8.4838867188e-01
g26458,sa0,30,0,8.4838867188e-01
g25343_g26458_A,sa0,,,8.4838867188e-01
g25343,sa1,30,0,8.4838867188e-01
g24975_g25343_A,sa1,,,8.4838867188e-01
g24975,sa0,30,0,8.4838867188e-01
g23497_g24975_A,sa0,,,8.4838867188e-01
g23497,sa1,30,0,8.4838867188e-01
g22876_g23497_A,sa1,,,8.4838867188e-01
g27229,sa0,30,0,8.4371832115e-01
g27220,sa0,30,0,8.4371832115e-01
g27166,sa0,,,8.4371832115e-01
g27158,sa0,,,8.4371832115e-01
g26144,sa0,,,8.4371832115e-01
g26130,sa0,,,8.4371832115e-01
g25402,sa0,,,8.4371832115e-01
g25386,sa0,,,8.4371832115e-01
g24863,sa0,,,8.4371832115e-01
g24849,sa0,,,8.4371832115e-01
g24258,sa0,,,8.4371832115e-01
g24257,sa0,,,8.4371832115e-01
g24254,sa0,,,8.4371832115e-01
g23803_g26144_A,sa0,,,8.4371832115e-01
g23748_g26130_A,sa0,,,8.4371832115e-01
g23319,sa0,,,8.4371832115e-01
II35524,sa1,,,8.4371832115e-01
II35497,sa1,,,8.4371832115e-01
II35369,sa1,,,8.4371832115e-01
II35355,sa1,,,8.4371832115e-01
II33232,sa1,,,8.4371832115e-01
II33219,sa1,,,8.4371832115e-01
g24704,sa0,25,1,8.1542968750e-01
g24687,sa0,25,1,8.1542968750e-01
g24668,sa0,25,1,8.1542968750e-01
g24648,sa0,25,1,8.1542968750e-01
g23509,sa1,,,8.1542968750e-01
g23493,sa1,,,8.1542968750e-01
g23482,sa1,,,8.1542968750e-01
g23470,sa1,,,8.1542968750e-01
g22209,sa0,,,8.1542968750e-01
g22203,sa0,,,8.1542968750e-01
g22197,sa0,,,8.1542968750e-01
g22188,sa0,,,8.1542968750e-01
g21901_II28766_A,sa0,,,8.1542968750e-01
g21893_II28754_A,sa0,,,8.1542968750e-01
g21890_II28742_A,sa0,,,8.1542968750e-01
g21887_II28727_A,sa0,,,8.1542968750e-01
g13552_II28767_A,sa0,,,8.1542968750e-01
g13541_II28755_A,sa0,,,8.1542968750e-01
g13530_II28743_A,sa0,,,8.1542968750e-01
g13519_II28728_A,sa0,,,8.1542968750e-01
II28767,sa0,,,8.1542968750e-01
II28766,sa0,,,8.1542968750e-01
II28765_II28767_B,sa0,,,8.1542968750e-01
II28765_II28766_B,sa0,,,8.1542968750e-01
II28755,sa0,,,8.1542968750e-01
