net_name,f_type,cube_cnt,complete,fdp
G20,sa1,1,1,1.2500000000e-01
G21,sa1,1,1,1.2500000000e-01
G30,sa1,20,1,8.3030700684e-02
G31,sa1,1,1,1.2500000000e-01
G22,sa1,20,1,3.3212280273e-01
G23,sa1,4,1,1.7968750000e-01
G32,sa1,4,1,4.4921875000e-02
G14,sa1,16,1,1.4748382568e-01
G33,sa1,1,1,1.2500000000e-01
G15,sa1,4,1,1.3867187500e-01
G24,sa1,11,1,3.0371093750e-01
G25,sa1,4,1,1.7968750000e-01
G34,sa1,11,1,7.5927734375e-02
G16,sa1,9,1,1.4624023438e-01
G26,sa1,60,1,2.4575641751e-01
G35,sa1,1,1,1.2500000000e-01
G17,sa1,4,1,1.3867187500e-01
G18,sa1,1,1,1.2500000000e-01
G36,sa1,4,1,4.4921875000e-02
G19,sa1,1,1,1.2500000000e-01
G28,sa1,1,1,6.2500000000e-02
G65,sa0,4,1,1.7968750000e-01
G64,sa1,84,1,2.7252197266e-02
G67,sa0,4,1,1.7968750000e-01
G66,sa1,11,1,5.5664062500e-02
G366,sa0,174,1,3.2188415527e-01
G2,sa1,,,3.2188415527e-01
G366,sa1,137,1,3.2188415527e-01
G2,sa0,,,3.2188415527e-01
G379,sa0,74,1,4.7378236800e-01
G3,sa1,,,4.7378236800e-01
G379,sa1,73,1,4.8116647080e-01
G3,sa0,,,4.8116647080e-01
G221,sa1,1,1,1.2500000000e-01
II184,sa0,,,1.2500000000e-01
G81,sa1,,,1.2500000000e-01
G113,sa1,33,1,1.5185546875e-01
II169,sa0,,,1.5185546875e-01
G70,sa1,,,1.5185546875e-01
G213,sa1,10,1,2.9248046875e-01
II205,sa0,,,2.9248046875e-01
G77,sa1,,,2.9248046875e-01
G115,sa1,115,1,2.3978933319e-01
II172,sa0,,,2.3978933319e-01
G71,sa1,,,2.3978933319e-01
G223,sa1,1,1,1.2500000000e-01
II190,sa0,,,1.2500000000e-01
G82,sa1,,,1.2500000000e-01
G360,sa0,465,1,4.7619626678e-01
IIII643,sa1,,,4.7619626678e-01
G4,sa0,,,4.7619626678e-01
G215,sa1,99,1,2.4169122428e-01
II208,sa0,,,2.4169122428e-01
G78,sa1,,,2.4169122428e-01
G360,sa1,440,1,4.7619626678e-01
IIII643,sa0,,,4.7619626678e-01
G4,sa1,,,4.7619626678e-01
G117,sa1,8,1,8.9843750000e-02
II175,sa0,,,8.9843750000e-02
G72,sa1,,,8.9843750000e-02
G352,sa0,106,1,7.5595855713e-02
IIII633,sa1,,,7.5595855713e-02
G1,sa0,,,7.5595855713e-02
G361,sa0,118,1,7.0900917053e-02
IIII646,sa1,,,7.0900917053e-02
G5,sa0,,,7.0900917053e-02
G217,sa1,1,1,1.2500000000e-01
II211,sa0,,,1.2500000000e-01
G79,sa1,,,1.2500000000e-01
G109,sa1,4,1,8.9843750000e-02
II196,sa0,,,8.9843750000e-02
G68,sa1,,,8.9843750000e-02
G352,sa1,106,1,7.5595855713e-02
IIII633,sa0,,,7.5595855713e-02
G1,sa1,,,7.5595855713e-02
