net_name,f_type,cube_cnt,complete,fdp
n1121gat,sa0,30,0,3.0273437500e-01
n1121gat,sa1,30,0,3.0273437500e-01
n2203gat,sa0,1,1,5.0000000000e-01
n1312gat,sa0,30,0,1.2071847171e-01
n1241gat,sa0,30,0,5.8593750000e-02
n2203gat,sa1,1,1,5.0000000000e-01
n1312gat,sa1,30,0,1.2071847171e-01
n1340gat,sa0,30,0,8.0007553101e-02
n1026gat,sa0,30,0,5.8593750000e-02
n1241gat,sa1,30,0,5.8593750000e-02
n1080gat,sa0,30,0,5.8593750000e-02
n1035gat,sa0,30,0,2.9882812500e-01
n2061gat,sa0,30,0,4.2128015636e-01
n2403gat,sa0,30,0,2.3422557628e-01
n1340gat,sa1,30,0,8.3500966430e-02
n1026gat,sa1,30,0,5.8593750000e-02
n1080gat,sa1,30,0,5.8593750000e-02
n1072gat,sa0,30,0,3.0078125000e-01
n1035gat,sa1,30,0,2.9882812500e-01
n1135gat,sa0,30,0,3.0273437500e-01
n1045gat,sa0,30,0,1.1718750000e-01
n2061gat,sa1,30,0,4.1431289911e-01
n2403gat,sa1,30,0,2.4310514703e-01
n2143gat,sa0,30,0,4.3859863281e-01
n2440gat,sa0,30,0,2.9554089252e-01
n2125gat,sa0,1,1,5.0000000000e-01
n2630gat,sa0,1,1,5.0000000000e-01
n1072gat,sa1,30,0,3.0078125000e-01
n1226gat,sa0,30,0,1.1718750000e-01
n1135gat,sa1,30,0,3.0273437500e-01
n1045gat,sa1,30,0,1.1718750000e-01
n2207gat,sa0,1,1,5.0000000000e-01
n2270gat,sa0,1,1,5.0000000000e-01
n2143gat,sa1,30,0,2.9710462177e-01
n2440gat,sa1,30,0,3.0324736238e-01
n1316gat,sa0,1,1,5.0000000000e-01
n2135gat,sa0,25,1,2.6985047385e-01
n2125gat,sa1,1,1,5.0000000000e-01
n2450gat,sa0,1,1,5.0000000000e-01
n2343gat,sa0,1,1,5.0000000000e-01
n2630gat,sa1,1,1,5.0000000000e-01
n1226gat,sa1,30,0,1.1718750000e-01
n2640gat,sa0,1,1,5.0000000000e-01
n2207gat,sa1,1,1,5.0000000000e-01
n2270gat,sa1,1,1,5.0000000000e-01
n2622gat,sa0,1,1,5.0000000000e-01
n1740gat,sa0,28,1,1.7872825265e-03
n2262gat,sa0,25,1,2.6985047385e-01
n2190gat,sa0,25,1,2.6985047385e-01
n1316gat,sa1,1,1,5.0000000000e-01
n2135gat,sa1,25,1,2.6985047385e-01
n2450gat,sa1,1,1,5.0000000000e-01
n3091gat,sa0,30,0,2.8866827488e-03
n2343gat,sa1,1,1,5.0000000000e-01
n2155gat,sa0,30,0,1.4209747314e-04
n1282gat,sa0,30,0,2.0996093750e-01
n2640gat,sa1,1,1,5.0000000000e-01
n2622gat,sa1,1,1,5.0000000000e-01
n2407gat,sa0,30,0,2.3975849152e-01
n1740gat,sa1,28,1,1.7872825265e-03
n2262gat,sa1,25,1,2.6985047385e-01
n2190gat,sa1,25,1,2.6985047385e-01
n1462gat,sa0,30,0,5.7151800487e-02
n3092gat,sa0,30,0,2.8866827488e-03
n1148gat,sa0,30,0,5.8593750000e-02
n2543gat,sa0,1,1,5.0000000000e-01
n2155gat,sa1,30,0,2.2395218548e-04
n1282gat,sa1,30,0,2.0996093750e-01
n2390gat,sa0,1,1,5.0000000000e-01
n1850gat,sa0,30,0,4.6475219727e-01
n2407gat,sa1,30,0,2.1771376953e-01
n1462gat,sa1,30,0,3.5156263039e-02
n1068gat,sa0,30,0,5.8593750000e-02
n1148gat,sa1,30,0,5.8593750000e-02
n2490gat,sa0,1,1,5.0000000000e-01
n2543gat,sa1,1,1,5.0000000000e-01
n2562gat,sa0,1,1,5.0000000000e-01
n2390gat,sa1,1,1,5.0000000000e-01
n2634gat,sa0,1,1,5.0000000000e-01
n2139gat,sa0,30,0,4.5800673962e-01
n1850gat,sa1,30,0,4.6475219727e-01
n1068gat,sa1,30,0,5.8593750000e-02
n1294gat,sa0,30,0,5.8593750000e-02
n2490gat,sa1,1,1,5.0000000000e-01
n2626gat,sa0,1,1,5.0000000000e-01
n2562gat,sa1,1,1,5.0000000000e-01
n2634gat,sa1,1,1,5.0000000000e-01
n2139gat,sa1,30,0,4.6117186546e-01
n2347gat,sa0,30,0,2.6787177566e-01
n2266gat,sa0,12,1,3.9672851563e-02
n2644gat,sa0,30,0,3.2512664795e-02
n1294gat,sa1,30,0,5.8593750000e-02
n2626gat,sa1,1,1,5.0000000000e-01
n2339gat,sa0,1,1,5.0000000000e-01
n1880gat,sa0,30,0,3.5446927790e-01
n2347gat,sa1,30,0,2.4190887623e-01
n1394gat,sa0,1,1,5.0000000000e-01
n2266gat,sa1,12,1,3.9672851563e-02
n2644gat,sa1,30,0,3.2512664795e-02
n1871gat,sa0,1,1,5.0000000000e-01
n1197gat,sa0,30,0,5.8593750000e-02
n2339gat,sa1,1,1,5.0000000000e-01
n1880gat,sa1,30,0,3.5889560974e-01
n2394gat,sa0,30,0,2.9211670160e-01
n2592gat,sa0,1,1,5.0000000000e-01
n1394gat,sa1,1,1,5.0000000000e-01
n2169gat,sa0,30,0,1.2386198156e-01
n1871gat,sa1,1,1,5.0000000000e-01
n1197gat,sa1,30,0,5.8593750000e-02
n2394gat,sa1,30,0,2.9837483168e-01
n2592gat,sa1,1,1,5.0000000000e-01
n2169gat,sa1,30,0,1.2386198156e-01
n1298gat,sa0,30,0,5.8593750000e-02
n2495gat,sa0,1,1,5.0000000000e-01
n1775gat,sa0,1,1,5.0000000000e-01
n1298gat,sa1,30,0,5.8593750000e-02
n2495gat,sa1,1,1,5.0000000000e-01
n1775gat,sa1,1,1,5.0000000000e-01
n1596gat,sa0,30,0,1.3969838619e-08
n1975gat,sa0,30,0,3.4159660339e-02
n1596gat,sa1,30,0,4.2785648257e-02
n2399gat,sa0,1,1,5.0000000000e-01
n1975gat,sa1,30,0,3.4159660339e-02
n2399gat,sa1,1,1,5.0000000000e-01
n1899gat,sa0,30,0,4.5422687654e-01
n1899gat,sa1,30,0,4.6761894226e-01
n402gat,sa0,30,0,5.8593750000e-02
n160gat,sa0,30,0,5.8593750000e-02
n402gat,sa1,30,0,5.8593750000e-02
n322gat,sa0,30,0,5.8593750000e-02
n331gat,sa0,30,0,3.0932617188e-01
n160gat,sa1,30,0,5.8593750000e-02
n341gat,sa0,30,0,5.8593750000e-02
n314gat,sa0,30,0,5.8593750000e-02
n322gat,sa1,30,0,5.8593750000e-02
n152gat,sa0,30,0,4.4396972656e-01
n331gat,sa1,30,0,2.0251464844e-01
n341gat,sa1,30,0,5.8593750000e-02
n314gat,sa1,30,0,5.8593750000e-02
n152gat,sa1,30,0,3.7306213379e-01
n703gat,sa0,30,0,1.5527343750e-01
n271gat,sa0,30,0,2.7832031250e-01
n622gat,sa0,30,0,5.8593750000e-02
n820gat,sa0,1,1,5.0000000000e-01
n722gat,sa0,30,0,1.4453125000e-01
n703gat,sa1,30,0,2.0703125000e-01
n271gat,sa1,30,0,2.7832031250e-01
n622gat,sa1,30,0,5.8593750000e-02
n830gat,sa0,1,1,5.0000000000e-01
n614gat,sa0,1,1,5.0000000000e-01
n820gat,sa1,1,1,5.0000000000e-01
n470gat,sa0,30,0,3.0166625977e-01
n722gat,sa1,30,0,1.2500000000e-01
n165gat,sa0,30,0,5.8593750000e-02
n830gat,sa1,1,1,5.0000000000e-01
n614gat,sa1,1,1,5.0000000000e-01
n561gat,sa0,30,0,5.8593750000e-02
n318gat,sa0,30,0,5.8593750000e-02
n156gat,sa0,30,0,4.3041992188e-01
n327gat,sa0,30,0,3.5620117188e-01
n470gat,sa1,30,0,3.0166625977e-01
n337gat,sa0,30,0,1.6455078125e-01
n165gat,sa1,30,0,5.8593750000e-02
n283gat,sa0,30,0,5.8593750000e-02
n580gat,sa0,30,0,5.8593750000e-02
n931gat,sa0,30,0,2.0996093750e-01
n553gat,sa0,30,0,5.8593750000e-02
n561gat,sa1,30,0,5.8593750000e-02
n318gat,sa1,30,0,5.8593750000e-02
n156gat,sa1,30,0,4.1943359375e-01
n463gat,sa0,30,0,2.8845214844e-01
n327gat,sa1,30,0,3.5620117188e-01
